scenario,alpha,beta,b_user,b_merchant,total_subsidy,final_B_user_share,final_B_merchant_share,final_B_average_share,success,state
用户更依赖商户,1.6,0.5,0.84,0.24,1.08,0.9998833322674885,0.9679703616410216,0.983926846954255,1,平台锁定
用户更依赖商户,1.6,0.5,0.87,0.24,1.1099999999999999,0.9998949636655703,0.9679716961806202,0.9839333299230952,1,平台锁定
用户更依赖商户,1.6,0.5,0.9,0.24,1.1400000000000001,0.9999054352274039,0.9679728975966675,0.9839391664120357,1,平台锁定
用户更依赖商户,1.6,0.5,0.93,0.24,1.17,0.9999148626495007,0.9679739791777779,0.9839444209136393,1,平台锁定
用户更依赖商户,1.6,0.5,0.96,0.24,1.2,0.9999233500793436,0.9679749528843282,0.9839491514818359,1,平台锁定
用户更依赖商户,1.6,0.5,0.99,0.24,1.23,0.99993099126975,0.9679758294815484,0.9839534103756492,1,平台锁定
用户更依赖商户,1.6,0.5,1.02,0.24,1.26,0.9999378706175674,0.9679766186592165,0.983957244638392,1,平台锁定
用户更依赖商户,1.6,0.5,1.05,0.24,1.29,0.9999440640983381,0.9679773291393137,0.9839606966188259,1,平台锁定
用户更依赖商户,1.6,0.5,1.08,0.24,1.32,0.9999496401074075,0.9679779687728622,0.9839638044401349,1,平台锁定
用户更依赖商户,1.6,0.5,1.11,0.24,1.35,0.9999546602168654,0.9679785446270406,0.983966602421953,1,平台锁定
用户更依赖商户,1.6,0.5,1.14,0.24,1.38,0.99995917985678,0.9679790630635583,0.9839691214601691,1,平台锁定
用户更依赖商户,1.6,0.5,1.17,0.24,1.41,0.9999632489283139,0.96797952980917,0.983971389368742,1,平台锁定
用户更依赖商户,1.6,0.5,1.2,0.24,1.44,0.999966912355559,0.9679799500191284,0.9839734311873437,1,平台锁定
用户更依赖商户,1.6,0.5,0.0,0.27,0.27,0.02078883744353708,0.2309186075353341,0.1258537224894356,0,市场倾斜
用户更依赖商户,1.6,0.5,0.03,0.27,0.30000000000000004,0.023881248814749054,0.2337247452542972,0.12880299703452314,0,市场倾斜
用户更依赖商户,1.6,0.5,0.06,0.27,0.33,0.027650811797450714,0.2371920696059236,0.13242144070168715,0,市场倾斜
用户更依赖商户,1.6,0.5,0.09,0.27,0.36,0.032382917306686174,0.24161825906814105,0.13700058818741362,0,市场倾斜
用户更依赖商户,1.6,0.5,0.12,0.27,0.39,0.038624727977102744,0.24758344502143564,0.1431040864992692,0,市场倾斜
用户更依赖商户,1.6,0.5,0.15,0.27,0.42000000000000004,0.047747878620534215,0.25656660878998405,0.15215724370525913,0,市场倾斜
用户更依赖商户,1.6,0.5,0.18,0.27,0.45,0.9988645818560675,0.9711254647925771,0.9849950233243223,1,平台锁定
用户更依赖商户,1.6,0.5,0.21,0.27,0.48,0.9989779759527573,0.971137165473178,0.9850575707129676,1,平台锁定
用户更依赖商户,1.6,0.5,0.24,0.27,0.51,0.9990800254822685,0.9711476914175055,0.985113858449887,1,平台锁定
用户更依赖商户,1.6,0.5,0.27,0.27,0.54,0.999171869205677,0.9711571613306509,0.985164515268164,1,平台锁定
用户更依赖商户,1.6,0.5,0.3,0.27,0.5700000000000001,0.9992545308543321,0.9711656817777441,0.9852101063160381,1,平台锁定
用户更依赖商户,1.6,0.5,0.33,0.27,0.6000000000000001,0.9993289308868714,0.9711733484530276,0.9852511396699495,1,平台锁定
用户更依赖商户,1.6,0.5,0.36,0.27,0.63,0.9993958970183785,0.9711802473110687,0.9852880721647236,1,平台锁定
用户更依赖商户,1.6,0.5,0.39,0.27,0.66,0.9994561736548906,0.9711864555760581,0.9853213146154743,1,平台锁定
用户更依赖商户,1.6,0.5,0.42,0.27,0.69,0.9995104303510653,0.9711920426431166,0.985351236497091,1,平台锁定
用户更依赖商户,1.6,0.5,0.45,0.27,0.72,0.999559269395397,0.9711970708838,0.9853781701395985,1,平台锁定
用户更依赖商户,1.6,0.5,0.48,0.27,0.75,0.999603232615597,0.971201596366503,0.98540241449105,1,平台锁定
用户更依赖商户,1.6,0.5,0.51,0.27,0.78,0.9996428074864305,0.9712056695011677,0.9854242384937991,1,平台锁定
用户更依赖商户,1.6,0.5,0.54,0.27,0.81,0.9996784326132226,0.9712093356165887,0.9854438841149057,1,平台锁定
用户更依赖商户,1.6,0.5,0.57,0.27,0.84,0.999710502656237,0.9712126354776378,0.9854615690669374,1,平台锁定
用户更依赖商户,1.6,0.5,0.6,0.27,0.87,0.9997393727540562,0.9712156057488799,0.985477489251468,1,平台锁定
用户更依赖商户,1.6,0.5,0.63,0.27,0.9,0.9997653624978471,0.9712182794103206,0.9854918209540838,1,平台锁定
用户更依赖商户,1.6,0.5,0.66,0.27,0.93,0.9997887595028399,0.9712206861303685,0.9855047228166042,1,平台锁定
用户更依赖商户,1.6,0.5,0.69,0.27,0.96,0.9998098226184404,0.97122285260054,0.9855163376094902,1,平台锁定
用户更依赖商户,1.6,0.5,0.72,0.27,0.99,0.9998287848140182,0.9712248028359187,0.9855267938249684,1,平台锁定
用户更依赖商户,1.6,0.5,0.75,0.27,1.02,0.9998458557735272,0.9712265584449606,0.985536207109244,1,平台锁定
用户更依赖商户,1.6,0.5,0.78,0.27,1.05,0.9998612242286546,0.9712281388718256,0.9855446815502401,1,平台锁定
用户更依赖商户,1.6,0.5,0.81,0.27,1.08,0.9998750600571,0.9712295616140918,0.9855523108355959,1,平台锁定
用户更依赖商户,1.6,0.5,0.84,0.27,1.1099999999999999,0.9998875161698364,0.9712308424183909,0.9855591792941136,1,平台锁定
用户更依赖商户,1.6,0.5,0.87,0.27,1.1400000000000001,0.9998987302087439,0.9712319954562365,0.9855653628324902,1,平台锁定
用户更依赖商户,1.6,0.5,0.9,0.27,1.17,0.9999088260738009,0.9712330334820818,0.9855709297779414,1,平台锁定
用户更依赖商户,1.6,0.5,0.93,0.27,1.2000000000000002,0.9999179152970599,0.97123396797542,0.98557594163624,1,平台锁定
用户更依赖商户,1.6,0.5,0.96,0.27,1.23,0.9999260982788654,0.9712348092685597,0.9855804537737125,1,平台锁定
用户更依赖商户,1.6,0.5,0.99,0.27,1.26,0.9999334654001995,0.9712355666615331,0.9855845160308663,1,平台锁定
用户更依赖商户,1.6,0.5,1.02,0.27,1.29,0.999940098023623,0.9712362485254422,0.9855881732745326,1,平台锁定
用户更依赖商户,1.6,0.5,1.05,0.27,1.32,0.9999460693940225,0.9712368623954204,0.9855914658947215,1,平台锁定
用户更依赖商户,1.6,0.5,1.08,0.27,1.35,0.9999514454492255,0.9712374150542564,0.985594430251741,1,平台锁定
用户更依赖商户,1.6,0.5,1.11,0.27,1.3800000000000001,0.9999562855495365,0.9712379126076258,0.9855970990785812,1,平台锁定
用户更依赖商户,1.6,0.5,1.14,0.27,1.41,0.9999606431343282,0.9712383605517794,0.9855995018430538,1,平台锁定
用户更依赖商户,1.6,0.5,1.17,0.27,1.44,0.9999645663130046,0.9712387638344468,0.9856016650737257,1,平台锁定
用户更依赖商户,1.6,0.5,1.2,0.27,1.47,0.9999680983969046,0.9712391269096403,0.9856036126532725,1,平台锁定
用户更依赖商户,1.6,0.5,0.0,0.3,0.3,0.03358754683388371,0.2729273614399741,0.1532574541369289,0,市场倾斜
用户更依赖商户,1.6,0.5,0.03,0.3,0.32999999999999996,0.04103654160345002,0.28096392949001625,0.16100023554673315,0,市场倾斜
用户更依赖商户,1.6,0.5,0.06,0.3,0.36,0.0544394178761831,0.29598585207747213,0.17521263497682762,0,市场倾斜
用户更依赖商户,1.6,0.5,0.09,0.3,0.39,0.9984934633556268,0.9740241644668659,0.9862588139112464,1,平台锁定
用户更依赖商户,1.6,0.5,0.12,0.3,0.42,0.9986439927272821,0.9740381081573692,0.9863410504423257,1,平台锁定
用户更依赖商户,1.6,0.5,0.15,0.3,0.44999999999999996,0.9987794486565731,0.9740506490633636,0.9864150488599683,1,平台锁定
用户更依赖商户,1.6,0.5,0.18,0.3,0.48,0.9989013468123622,0.9740619294769459,0.9864816381446541,1,平台锁定
用户更依赖商户,1.6,0.5,0.21,0.3,0.51,0.9990110492635611,0.9740720770347087,0.9865415631491349,1,平台锁定
用户更依赖商户,1.6,0.5,0.24,0.3,0.54,0.9991097802734115,0.9740812062693434,0.9865954932713774,1,平台锁定
用户更依赖商户,1.6,0.5,0.27,0.3,0.5700000000000001,0.999198640426159,0.974089419989026,0.9866440302075925,1,平台锁定
用户更依赖商户,1.6,0.5,0.3,0.3,0.6,0.9992786192704537,0.974096810505179,0.9866877148878164,1,平台锁定
用户更依赖商户,1.6,0.5,0.33,0.3,0.63,0.9993506066418785,0.9741034607264656,0.986727033684172,1,平台锁定
用户更依赖商户,1.6,0.5,0.36,0.3,0.6599999999999999,0.9994154028079836,0.9741094451345653,0.9867624239712744,1,平台锁定
用户更依赖商户,1.6,0.5,0.39,0.3,0.69,0.9994737275626275,0.9741148306552831,0.9867942791089553,1,平台锁定
用户更依赖商户,1.6,0.5,0.42,0.3,0.72,0.9995262283819508,0.9741196774368606,0.9868229529094057,1,平台锁定
用户更依赖商户,1.6,0.5,0.45,0.3,0.75,0.9995734877416456,0.9741240395458854,0.9868487636437655,1,平台锁定
用户更依赖商户,1.6,0.5,0.48,0.3,0.78,0.9996160296840595,0.9741279655899429,0.9868719976370012,1,平台锁定
用户更依赖商户,1.6,0.5,0.51,0.3,0.81,0.9996543257138986,0.9741314992750574,0.986892912494478,1,平台锁定
用户更依赖商户,1.6,0.5,0.54,0.3,0.8400000000000001,0.9996888000926676,0.9741346799050306,0.9869117399988491,1,平台锁定
用户更依赖商户,1.6,0.5,0.57,0.3,0.8699999999999999,0.9997198345943876,0.9741375428289492,0.9869286887116684,1,平台锁定
用户更依赖商户,1.6,0.5,0.6,0.3,0.8999999999999999,0.9997477727783823,0.97414011984243,0.9869439463104062,1,平台锁定
用户更依赖商户,1.6,0.5,0.63,0.3,0.9299999999999999,0.9997729238289732,0.9741424395475216,0.9869576816882474,1,平台锁定
用户更依赖商户,1.6,0.5,0.66,0.3,0.96,0.9997955660066251,0.9741445276756486,0.9869700468411369,1,平台锁定
用户更依赖商户,1.6,0.5,0.69,0.3,0.99,0.9998159497503794,0.9741464073774859,0.9869811785639326,1,平台锁定
用户更依赖商户,1.6,0.5,0.72,0.3,1.02,0.9998343004672328,0.9741480994832261,0.9869911999752294,1,平台锁定
用户更依赖商户,1.6,0.5,0.75,0.3,1.05,0.9998508210403942,0.9741496227363307,0.9870002218883625,1,平台锁定
用户更依赖商户,1.6,0.5,0.78,0.3,1.08,0.9998656940850263,0.9741509940035122,0.9870083440442693,1,平台锁定
用户更依赖商户,1.6,0.5,0.81,0.3,1.11,0.999879083977117,0.9741522284634123,0.9870156562202647,1,平台锁定
用户更依赖商户,1.6,0.5,0.84,0.3,1.14,0.9998911386784817,0.9741533397761639,0.9870222392273228,1,平台锁定
用户更依赖商户,1.6,0.5,0.87,0.3,1.17,0.9999019913785288,0.9741543402358068,0.9870281658071678,1,平台锁定
用户更依赖商户,1.6,0.5,0.9,0.3,1.2,0.999911761971304,0.9741552409073098,0.9870335014393069,1,平台锁定
用户更依赖商户,1.6,0.5,0.93,0.3,1.23,0.9999205583844362,0.9741560517497716,0.9870383050671039,1,平台锁定
用户更依赖商户,1.6,0.5,0.96,0.3,1.26,0.9999284777749153,0.9741567817272121,0.9870426297510637,1,平台锁定
用户更依赖商户,1.6,0.5,0.99,0.3,1.29,0.999935607605106,0.9741574389082117,0.9870465232566589,1,平台锁定
用户更依赖商户,1.6,0.5,1.02,0.3,1.32,0.9999420266110461,0.9741580305555351,0.9870500285832906,1,平台锁定
用户更依赖商户,1.6,0.5,1.05,0.3,1.35,0.9999478056738544,0.9741585632067478,0.9870531844403011,1,平台锁定
用户更依赖商户,1.6,0.5,1.08,0.3,1.3800000000000001,0.9999530086039745,0.9741590427467461,0.9870560256753603,1,平台锁定
用户更依赖商户,1.6,0.5,1.11,0.3,1.4100000000000001,0.9999576928470022,0.9741594744730058,0.987058583660004,1,平台锁定
用户更依赖商户,1.6,0.5,1.14,0.3,1.44,0.9999619101189603,0.9741598631542947,0.9870608866366275,1,平台锁定
用户更依赖商户,1.6,0.5,1.17,0.3,1.47,0.9999657069780892,0.974160213083499,0.9870629600307941,1,平台锁定
用户更依赖商户,1.6,0.5,1.2,0.3,1.5,0.9999691253395129,0.9741605281251633,0.9870648267323381,1,平台锁定
用户更依赖商户,1.6,0.5,0.0,0.33,0.33,0.9979939763555363,0.9766163665726955,0.9873051714641159,1,平台锁定
用户更依赖商户,1.6,0.5,0.03,0.33,0.36,0.9981945362369449,0.9766330583720604,0.9874137973045026,1,平台锁定
用户更依赖商户,1.6,0.5,0.06,0.33,0.39,0.9983749893470908,0.9766480664119483,0.9875115278795196,1,平台锁定
用户更依赖商户,1.6,0.5,0.09,0.33,0.42000000000000004,0.9985373619503897,0.976661562344264,0.9875994621473269,1,平台锁定
用户更依赖商户,1.6,0.5,0.12,0.33,0.45,0.9986834741090451,0.9766736999779435,0.9876785870434943,1,平台锁定
用户更依赖商户,1.6,0.5,0.15,0.33,0.48,0.9988149610504653,0.9766846171989787,0.987749789124722,1,平台锁定
用户更依赖商户,1.6,0.5,0.18,0.33,0.51,0.9989332922473142,0.976694437671549,0.9878138649594316,1,平台锁定
用户更依赖商户,1.6,0.5,0.21,0.33,0.54,0.9990397884689595,0.9767032723474824,0.987871530408221,1,平台锁定
用户更依赖商户,1.6,0.5,0.24,0.33,0.5700000000000001,0.9991356370311932,0.9767112208074853,0.9879234289193393,1,平台锁定
用户更依赖商户,1.6,0.5,0.27,0.33,0.6000000000000001,0.9992219054436475,0.9767183724543707,0.9879701389490091,1,平台锁定
用户更依赖商户,1.6,0.5,0.3,0.33,0.63,0.9992995536305458,0.9767248075758281,0.988012180603187,1,平台锁定
用户更依赖商户,1.6,0.5,0.33,0.33,0.66,0.9993694448798183,0.9767305982919743,0.9880500215858963,1,平台锁定
用户更依赖商户,1.6,0.5,0.36,0.33,0.69,0.9994323556576539,0.9767358094009628,0.9880840825293083,1,平台锁定
用户更依赖商户,1.6,0.5,0.39,0.33,0.72,0.9994889844098991,0.9767404991342674,0.9881147417720832,1,平台锁定
用户更依赖商户,1.6,0.5,0.42,0.33,0.75,0.999539959457989,0.9767447198318016,0.9881423396448953,1,平台锁定
用户更依赖商户,1.6,0.5,0.45,0.33,0.78,0.9995858460850795,0.9767485185458091,0.9881671823154443,1,平台锁定
用户更依赖商户,1.6,0.5,0.48,0.33,0.81,0.9996271528974552,0.9767519375813776,0.9881895452394164,1,平台锁定
用户更依赖商户,1.6,0.5,0.51,0.33,0.8400000000000001,0.9996643375369831,0.9767550149805047,0.9882096762587439,1,平台锁定
用户更依赖商户,1.6,0.5,0.54,0.33,0.8700000000000001,0.9996978118121336,0.976757784955838,0.9882277983839858,1,平台锁定
用户更依赖商户,1.6,0.5,0.57,0.33,0.8999999999999999,0.9997279463078317,0.9767602782794991,0.9882441122936654,1,平台锁定
用户更依赖商户,1.6,0.5,0.6,0.33,0.9299999999999999,0.9997550745279393,0.9767625226317935,0.9882587985798664,1,平台锁定
用户更依赖商户,1.6,0.5,0.63,0.33,0.96,0.9997794966184597,0.9767645429140626,0.9882720197662611,1,平台锁定
用户更依赖商户,1.6,0.5,0.66,0.33,0.99,0.999801482714469,0.9767663615294626,0.9882839221219658,1,平台锁定
用户更依赖商户,1.6,0.5,0.69,0.33,1.02,0.9998212759492651,0.9767679986350362,0.9882946372921506,1,平台锁定
用户更依赖商户,1.6,0.5,0.72,0.33,1.05,0.9998390951601948,0.9767694723680769,0.9883042837641358,1,平台锁定
用户更依赖商户,1.6,0.5,0.75,0.33,1.08,0.9998551373220406,0.9767707990494587,0.9883129681857497,1,平台锁定
用户更依赖商户,1.6,0.5,0.78,0.33,1.11,0.9998695797356387,0.9767719933663146,0.9883207865509767,1,平台锁定
用户更依赖商户,1.6,0.5,0.81,0.33,1.1400000000000001,0.9998825819965529,0.9767730685362015,0.9883278252663772,1,平台锁定
用户更依赖商户,1.6,0.5,0.84,0.33,1.17,0.999894287766061,0.976774036454648,0.9883341621103545,1,平台锁定
用户更依赖商户,1.6,0.5,0.87,0.33,1.2,0.9999048263644446,0.9767749078277927,0.9883398670961187,1,平台锁定
用户更依赖商户,1.6,0.5,0.9,0.33,1.23,0.9999143142045075,0.9767756922916406,0.9883450032480741,1,平台锁定
用户更依赖商户,1.6,0.5,0.93,0.33,1.26,0.9999228560814397,0.9767763985192952,0.9883496273003675,1,平台锁定
用户更依赖商户,1.6,0.5,0.96,0.33,1.29,0.9999305463334807,0.9767770343173969,0.9883537903254388,1,平台锁定
用户更依赖商户,1.6,0.5,0.99,0.33,1.32,0.9999374698863923,0.976777606712862,0.9883575382996271,1,平台锁定
用户更依赖商户,1.6,0.5,1.02,0.33,1.35,0.999943703193408,0.9767781220309033,0.9883609126121556,1,平台锁定
用户更依赖商户,1.6,0.5,1.05,0.33,1.3800000000000001,0.9999493150811594,0.9767785859652178,0.9883639505231886,1,平台锁定
用户更依赖商户,1.6,0.5,1.08,0.33,1.4100000000000001,0.9999543675110167,0.9767790036411328,0.9883666855760748,1,平台锁定
用户更依赖商户,1.6,0.5,1.11,0.33,1.4400000000000002,0.9999589162643208,0.9767793796724176,0.9883691479683692,1,平台锁定
用户更依赖商户,1.6,0.5,1.14,0.33,1.47,0.9999630115591394,0.9767797182124045,0.9883713648857719,1,平台锁定
用户更依赖商户,1.6,0.5,1.17,0.33,1.5,0.9999666986054032,0.9767800229999892,0.9883733608026962,1,平台锁定
用户更依赖商户,1.6,0.5,1.2,0.33,1.53,0.9999700181045925,0.9767802974010251,0.9883751577528088,1,平台锁定
用户更依赖商户,1.6,0.5,0.0,0.36,0.36,0.9980466207691092,0.9789872849450596,0.9885169528570844,1,平台锁定
用户更依赖商户,1.6,0.5,0.03,0.36,0.39,0.9982418687230037,0.9790018624624537,0.9886218655927287,1,平台锁定
用户更依赖商户,1.6,0.5,0.06,0.36,0.42,0.9984175517189517,0.9790149704553359,0.9887162610871438,1,平台锁定
用户更依赖商户,1.6,0.5,0.09,0.36,0.44999999999999996,0.9985756396466536,0.9790267585518739,0.9888011990992638,1,平台锁定
用户更依赖商户,1.6,0.5,0.12,0.36,0.48,0.9987179022700026,0.9790373608615832,0.9888776315657929,1,平台锁定
用户更依赖商户,1.6,0.5,0.15,0.36,0.51,0.9988459298999088,0.979046897638614,0.9889464137692614,1,平台锁定
用户更依赖商户,1.6,0.5,0.18,0.36,0.54,0.9989611518664758,0.9790554767566477,0.9890083143115618,1,平台锁定
用户更依赖商户,1.6,0.5,0.21,0.36,0.57,0.9990648530371498,0.9790631950186133,0.9890640240278815,1,平台锁定
用户更依赖商户,1.6,0.5,0.24,0.36,0.6,0.999158188597522,0.9790701393212369,0.9891141639593795,1,平台锁定
用户更依赖商户,1.6,0.5,0.27,0.36,0.63,0.9992421972855616,0.9790763876917401,0.9891592924886509,1,平台锁定
用户更依赖商户,1.6,0.5,0.3,0.36,0.6599999999999999,0.9993178132475957,0.9790820102117175,0.9891999117296566,1,平台锁定
用户更依赖商户,1.6,0.5,0.33,0.36,0.69,0.999385876664826,0.9790870698412779,0.989236473253052,1,平台锁定
用户更依赖商户,1.6,0.5,0.36,0.36,0.72,0.9994471432821128,0.9790916231548681,0.9892693832184905,1,平台锁定
用户更依赖商户,1.6,0.5,0.39,0.36,0.75,0.9995022929558519,0.9790957209987732,0.9892990069773125,1,平台锁定
用户更依赖商户,1.6,0.5,0.42,0.36,0.78,0.999551937324689,0.979099409079059,0.989325673201874,1,平台锁定
用户更依赖商户,1.6,0.5,0.45,0.36,0.81,0.9995966266953271,0.9791027284876632,0.9893496775914952,1,平台锁定
用户更依赖商户,1.6,0.5,0.48,0.36,0.84,0.999636856225554,0.9791057161734242,0.9893712861994891,1,平台锁定
用户更依赖商户,1.6,0.5,0.51,0.36,0.87,0.9996730714776791,0.9791084053640384,0.9893907384208588,1,平台锁定
用户更依赖商户,1.6,0.5,0.54,0.36,0.9,0.9997056734076828,0.9791108259442429,0.9894082496759629,1,平台锁定
用户更依赖商户,1.6,0.5,0.57,0.36,0.9299999999999999,0.999735022848367,0.979113004794917,0.989424013821642,1,平台锁定
用户更依赖商户,1.6,0.5,0.6,0.36,0.96,0.9997614445386085,0.9791149660972609,0.9894382053179347,1,平台锁定
用户更依赖商户,1.6,0.5,0.63,0.36,0.99,0.9997852307452972,0.9791167316057476,0.9894509811755224,1,平台锁定
用户更依赖商户,1.6,0.5,0.66,0.36,1.02,0.9998066445196432,0.9791183208931342,0.9894624827063887,1,平台锁定
用户更依赖商户,1.6,0.5,0.69,0.36,1.0499999999999998,0.9998259226251776,0.9791197515704562,0.9894728370978169,1,平台锁定
用户更依赖商户,1.6,0.5,0.72,0.36,1.08,0.9998432781708795,0.9791210394846137,0.9894821588277466,1,平台锁定
用户更依赖商户,1.6,0.5,0.75,0.36,1.1099999999999999,0.9998589029793954,0.9791221988958716,0.9894905509376335,1,平台锁定
用户更依赖商户,1.6,0.5,0.78,0.36,1.1400000000000001,0.9998729697172257,0.9791232426373546,0.9894981061772902,1,平台锁定
用户更依赖商户,1.6,0.5,0.81,0.36,1.17,0.999885633810975,0.9791241822583867,0.9895049080346808,1,平台锁定
用户更依赖商户,1.6,0.5,0.84,0.36,1.2,0.9998970351713006,0.9791250281533377,0.9895110316623191,1,平台锁定
用户更依赖商户,1.6,0.5,0.87,0.36,1.23,0.9999072997439706,0.9791257896774586,0.9895165447107146,1,平台锁定
用户更依赖商户,1.6,0.5,0.9,0.36,1.26,0.999916540905466,0.9791264752510354,0.9895215080782507,1,平台锁定
用户更依赖商户,1.6,0.5,0.93,0.36,1.29,0.9999248607187861,0.9791270924530526,0.9895259765859193,1,平台锁定
用户更依赖商户,1.6,0.5,0.96,0.36,1.3199999999999998,0.9999323510635176,0.9791276481054296,0.9895299995844736,1,平台锁定
用户更依赖商户,1.6,0.5,0.99,0.36,1.35,0.9999390946528113,0.9791281483487906,0.9895336215008009,1,平台锁定
用户更依赖商户,1.6,0.5,1.02,0.36,1.38,0.9999451659486236,0.9791285987106222,0.9895368823296229,1,平台锁定
用户更依赖商户,1.6,0.5,1.05,0.36,1.4100000000000001,0.9999506319854319,0.9791290041665905,0.9895398180760112,1,平台锁定
用户更依赖商户,1.6,0.5,1.08,0.36,1.44,0.9999555531116038,0.9791293691957086,0.9895424611536562,1,平台锁定
用户更依赖商户,1.6,0.5,1.11,0.36,1.4700000000000002,0.9999599836566766,0.9791296978299735,0.989544840743325,1,平台锁定
用户更依赖商户,1.6,0.5,1.14,0.36,1.5,0.999963972531964,0.9791299936990301,0.989546983115497,1,平台锁定
用户更依赖商户,1.6,0.5,1.17,0.36,1.5299999999999998,0.9999675637711705,0.9791302600703637,0.9895489119207671,1,平台锁定
用户更依赖商户,1.6,0.5,1.2,0.36,1.56,0.9999707970170144,0.9791304998854684,0.9895506484512414,1,平台锁定
用户更依赖商户,1.6,0.5,0.0,0.39,0.39,0.9980926671490389,0.9811141164544332,0.9896033918017361,1,平台锁定
用户更依赖商户,1.6,0.5,0.03,0.39,0.42000000000000004,0.9982832719029171,0.9811268874744106,0.9897050796886638,1,平台锁定
用户更依赖商户,1.6,0.5,0.06,0.39,0.45,0.9984547847343495,0.9811383718029789,0.9897965782686642,1,平台锁定
用户更依赖商户,1.6,0.5,0.09,0.39,0.48,0.9986091264228736,0.9811487003137589,0.9898789133683162,1,平台锁定
用户更依赖商户,1.6,0.5,0.12,0.39,0.51,0.9987480228950849,0.9811579903332128,0.9899530066141489,1,平台锁定
用户更依赖商户,1.6,0.5,0.15,0.39,0.54,0.9988730252985483,0.9811663470876317,0.99001968619309,1,平台锁定
用户更依赖商户,1.6,0.5,0.18,0.39,0.5700000000000001,0.9989855279491342,0.9811738649871646,0.9900796964681494,1,平台锁定
用户更依赖商户,1.6,0.5,0.21,0.39,0.6,0.9990867843881692,0.9811806287667943,0.9901337065774818,1,平台锁定
用户更依赖商户,1.6,0.5,0.24,0.39,0.63,0.9991779217574259,0.9811867145014594,0.9901823181294427,1,平台锁定
用户更依赖商户,1.6,0.5,0.27,0.39,0.66,0.9992599536754181,0.9811921905102166,0.9902260720928173,1,平台锁定
用户更依赖商户,1.6,0.5,0.3,0.39,0.69,0.9993337917770833,0.9811971181624093,0.9902654549697463,1,平台锁定
用户更依赖商户,1.6,0.5,0.33,0.39,0.72,0.9994002560603261,0.9812015525971227,0.9903009043287244,1,平台锁定
用户更依赖商户,1.6,0.5,0.36,0.39,0.75,0.9994600841665995,0.9812055433658029,0.9903328137662012,1,平台锁定
用户更依赖商户,1.6,0.5,0.39,0.39,0.78,0.999513939708425,0.9812091350066827,0.9903615373575538,1,平台锁定
用户更依赖商户,1.6,0.5,0.42,0.39,0.81,0.9995624197442294,0.9812123675586086,0.990387393651419,1,平台锁定
用户更依赖商户,1.6,0.5,0.45,0.39,0.8400000000000001,0.9996060614898139,0.9812152770209508,0.9904106692553823,1,平台锁定
用户更依赖商户,1.6,0.5,0.48,0.39,0.87,0.9996453483460568,0.9812178957654898,0.9904316220557733,1,平台锁定
用户更依赖商户,1.6,0.5,0.51,0.39,0.9,0.9996807153138234,0.9812202529054823,0.9904504841096529,1,平台锁定
用户更依赖商户,1.6,0.5,0.54,0.39,0.93,0.99971255385946,0.9812223746265147,0.9904674642429874,1,平台锁定
用户更依赖商户,1.6,0.5,0.57,0.39,0.96,0.9997412162874735,0.9812242844832224,0.9904827503853479,1,平台锁定
用户更依赖商户,1.6,0.5,0.6,0.39,0.99,0.9997670196710211,0.9812260036655016,0.9904965116682614,1,平台锁定
用户更依赖商户,1.6,0.5,0.63,0.39,1.02,0.9997902493854895,0.9812275512374311,0.9905089003114603,1,平台锁定
用户更依赖商户,1.6,0.5,0.66,0.39,1.05,0.9998111622857044,0.9812289443517657,0.990520053318735,1,平台锁定
用户更依赖商户,1.6,0.5,0.69,0.39,1.08,0.9998299895630842,0.9812301984425571,0.9905300940028207,1,平台锁定
用户更依赖商户,1.6,0.5,0.72,0.39,1.1099999999999999,0.9998469393152802,0.9812313273981734,0.9905391333567268,1,平台锁定
用户更依赖商户,1.6,0.5,0.75,0.39,1.1400000000000001,0.9998621988574781,0.98123234371675,0.9905472712871141,1,平台锁定
用户更依赖商户,1.6,0.5,0.78,0.39,1.17,0.9998759368015311,0.9812332586458796,0.9905545977237054,1,平台锁定
用户更依赖商户,1.6,0.5,0.81,0.39,1.2000000000000002,0.9998883049264071,0.9812340823081716,0.9905611936172893,1,平台锁定
用户更依赖商户,1.6,0.5,0.84,0.39,1.23,0.9998994398610237,0.9812348238141166,0.9905671318375702,1,平台锁定
用户更依赖商户,1.6,0.5,0.87,0.39,1.26,0.9999094645983964,0.9812354913635692,0.9905724779809828,1,平台锁定
用户更依赖商户,1.6,0.5,0.9,0.39,1.29,0.9999184898580924,0.9812360923369958,0.9905772910975441,1,平台锁定
用户更依赖商户,1.6,0.5,0.93,0.39,1.32,0.999926615312259,0.9812366333775411,0.9905816243449,1,平台锁定
用户更依赖商户,1.6,0.5,0.96,0.39,1.35,0.9999339306889392,0.9812371204648351,0.9905855255768872,1,平台锁定
用户更依赖商户,1.6,0.5,0.99,0.39,1.38,0.9999405167650057,0.9812375589813893,0.9905890378731975,1,平台锁定
用户更依赖商户,1.6,0.5,1.02,0.39,1.4100000000000001,0.9999464462597922,0.9812379537723197,0.990592200016056,1,平台锁定
用户更依赖商户,1.6,0.5,1.05,0.39,1.44,0.9999517846393817,0.9812383091990828,0.9905950469192323,1,平台锁定
用户更依赖商户,1.6,0.5,1.08,0.39,1.4700000000000002,0.9999565908405093,0.9812386291878206,0.9905976100141649,1,平台锁定
用户更依赖商户,1.6,0.5,1.11,0.39,1.5,0.9999609179221334,0.9812389172728608,0.9905999175974971,1,平台锁定
