scenario,alpha,beta,budget,rho,final_x,final_y,combined_share,cum_profit,directional_state
商户更依赖用户,0.5,1.6,0.8,0.8,0.924099729995169,0.9964052604841973,0.9602524952396831,159.33643573591957,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.8200000000000001,0.9241392320396657,0.9964051870616086,0.9602722095506372,159.3829469184774,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.84,0.9241787117511125,0.9964051126147621,0.9602919121829373,159.42811928452633,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.86,0.924218169144123,0.9964050371443103,0.9603116031442167,159.47197999672076,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.88,0.9242576042332985,0.9964049606509044,0.9603312824421015,159.51455453184036,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.9,0.9242970170332285,0.9964048831351944,0.9603509500842115,159.55586674258373,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.92,0.92433640755849,0.996404804597829,0.9603706060781595,159.59593891678023,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.9400000000000001,0.9243757758236479,0.9964047250394542,0.9603902504315511,159.63479183404797,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.96,0.924415121843255,0.9964046444607161,0.9604098831519856,159.6724448199115,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.98,0.9244544456318516,0.9964045628622581,0.9604295042470549,159.70891579741834,平台A锁定
商户更依赖用户,0.5,1.6,0.8,1.0,0.9244937472039663,0.9964044802447232,0.9604491137243447,159.74422133628028,平台A锁定
