alpha,beta,final_u_A,final_m_A,combined_share_A,concentration_C,market_state
0.2,0.1,0.5000000000000019,0.5000000000000018,0.5000000000000018,3.6637359812630166e-15,双平台共存
0.3,0.1,0.5000000000000022,0.5000000000000018,0.500000000000002,3.9968028886505635e-15,双平台共存
0.4,0.1,0.5000000000000024,0.5000000000000018,0.5000000000000021,4.218847493575595e-15,双平台共存
0.5,0.1,0.5000000000000027,0.5000000000000019,0.5000000000000022,4.551914400963142e-15,双平台共存
0.6,0.1,0.500000000000003,0.5000000000000019,0.5000000000000024,4.884981308350689e-15,双平台共存
0.7,0.1,0.5000000000000033,0.500000000000002,0.5000000000000027,5.329070518200751e-15,双平台共存
0.8,0.1,0.5000000000000037,0.500000000000002,0.5000000000000029,5.662137425588298e-15,双平台共存
0.9,0.1,0.5000000000000039,0.500000000000002,0.5000000000000029,5.88418203051333e-15,双平台共存
1.0,0.1,0.5000000000000043,0.5000000000000021,0.5000000000000032,6.439293542825908e-15,双平台共存
1.1,0.1,0.5000000000000047,0.5000000000000021,0.5000000000000033,6.772360450213455e-15,双平台共存
1.2,0.1,0.5000000000000051,0.5000000000000022,0.5000000000000037,7.327471962526033e-15,双平台共存
1.3,0.1,0.5000000000000053,0.5000000000000022,0.5000000000000038,7.549516567451064e-15,双平台共存
1.4,0.1,0.500000000000011,0.500000000000003,0.500000000000007,1.3988810110276972e-14,双平台共存
1.5,0.1,0.5000000000000308,0.5000000000000082,0.5000000000000195,3.8968828164342995e-14,双平台共存
1.6,0.1,0.5000000000000862,0.5000000000000216,0.500000000000054,1.078026556911027e-13,双平台共存
1.7,0.1,0.5000000000002356,0.5000000000000572,0.5000000000001463,2.927658115936538e-13,双平台共存
1.8,0.1,0.5000000000006269,0.5000000000001478,0.5000000000003874,7.747136265834342e-13,双平台共存
1.9,0.1,0.5000000000016231,0.5000000000003724,0.5000000000009978,1.9955148644612564e-12,双平台共存
2.0,0.1,0.5000000000040967,0.5000000000009162,0.5000000000025064,5.012879000787507e-12,双平台共存
2.1,0.1,0.5000000000100989,0.5000000000022037,0.5000000000061513,1.2302603380476285e-11,双平台共存
2.2,0.1,0.5000000000243613,0.5000000000051938,0.5000000000147775,2.955513611624383e-11,双平台共存
2.3,0.1,0.5000000000575854,0.5000000000120073,0.5000000000347964,6.9592664964091e-11,双平台共存
2.4,0.1,0.5000000001335625,0.5000000000272634,0.500000000080413,1.6082590814647801e-10,双平台共存
2.5,0.1,0.5000000003043095,0.5000000000608618,0.5000000001825856,3.651712265906326e-10,双平台共存
2.6,0.1,0.5000000006818115,0.5000000001337143,0.5000000004077629,8.155257580355624e-10,双平台共存
2.7,0.1,0.500000001503623,0.5000000002893725,0.5000000008964978,1.7929955298257028e-09,双平台共存
2.8,0.1,0.5000000032667232,0.5000000006173527,0.500000001942038,3.8840759497560384e-09,双平台共存
2.9,0.1,0.500000006997142,0.5000000012993366,0.5000000041482393,8.296478615221758e-09,双平台共存
3.0,0.1,0.5000000147866771,0.5000000026996656,0.5000000087431713,1.7486342707151437e-08,双平台共存
3.1,0.1,0.500000030848986,0.5000000055406414,0.5000000181948137,3.638962742247287e-08,双平台共存
3.2,0.1,0.5000000635749301,0.5000000112385661,0.5000000374067481,7.481349617588506e-08,双平台共存
3.3,0.1,0.5000001294903821,0.5000000225413822,0.5000000760158821,1.5203176428890686e-07,双平台共存
3.4,0.1,0.5000002607997207,0.5000000447267832,0.5000001527632519,3.0552650387427605e-07,双平台共存
3.5,0.1,0.5000005196213838,0.5000000878320447,0.5000003037267142,6.0745342855828e-07,双平台共存
3.6,0.1,0.5000010245932783,0.5000001707655464,0.5000005976794124,1.1953588247015645e-06,双平台共存
3.7,0.1,0.5000020001273828,0.5000003288189163,0.5000011644731496,2.3289462991460397e-06,双平台共存
3.8,0.1,0.5000038667460047,0.500000627269032,0.5000022470075184,4.4940150367711595e-06,双平台共存
3.9,0.1,0.5000074052317273,0.500001185786085,0.5000042955089061,8.59101781225391e-06,双平台共存
4.0,0.1,0.5000140521325297,0.5000022218372392,0.5000081369848844,1.6273969768887397e-05,双平台共存
4.1,0.1,0.5000264267056271,0.5000041271580346,0.5000152769318309,3.055386366168644e-05,双平台共存
4.2,0.1,0.5000492613714779,0.5000076011946587,0.5000284312830683,5.686256613657292e-05,双平台共存
4.3,0.1,0.500091027677597,0.5000138815907933,0.5000524546341951,0.00010490926839035186,双平台共存
4.4,0.1,0.5001667457117532,0.5000251378624783,0.5000959417871158,0.0001918835742314995,双平台共存
4.5,0.1,0.5003027768034204,0.5000451353045232,0.5001739560539717,0.0003479121079436043,双平台共存
4.6,0.1,0.5005448773270099,0.5000803377994726,0.5003126075632413,0.0006252151264825034,双平台共存
4.7,0.1,0.5009714797402742,0.5001417049990987,0.5005565923696864,0.001113184739372941,双平台共存
4.8,0.1,0.501715045662325,0.500247546145389,0.5009812959038571,0.001962591807714076,双平台共存
4.9,0.1,0.5029951467451107,0.5004278814129923,0.5017115140790516,0.0034230281581030253,双平台共存
5.0,0.1,0.5051667101481078,0.500730699978781,0.5029487050634444,0.005897410126888714,双平台共存
0.0,0.2,0.5000000000000016,0.5000000000000019,0.5000000000000018,3.4416913763379853e-15,双平台共存
0.1,0.2,0.5000000000000018,0.5000000000000019,0.5000000000000018,3.6637359812630166e-15,双平台共存
0.2,0.2,0.5000000000000021,0.5000000000000021,0.5000000000000021,4.218847493575595e-15,双平台共存
0.3,0.2,0.5000000000000023,0.5000000000000021,0.5000000000000022,4.440892098500626e-15,双平台共存
0.4,0.2,0.5000000000000027,0.5000000000000022,0.5000000000000024,4.884981308350689e-15,双平台共存
0.5,0.2,0.5000000000000031,0.5000000000000023,0.5000000000000027,5.440092820663267e-15,双平台共存
0.6,0.2,0.5000000000000034,0.5000000000000024,0.5000000000000029,5.88418203051333e-15,双平台共存
0.7,0.2,0.5000000000000072,0.5000000000000034,0.5000000000000053,1.0658141036401503e-14,双平台共存
0.8,0.2,0.500000000000052,0.5000000000000261,0.5000000000000391,7.80486786311485e-14,双平台共存
0.9,0.2,0.5000000000003747,0.5000000000001765,0.5000000000002756,5.512257317263902e-13,双平台共存
1.0,0.2,0.5000000000024363,0.5000000000010896,0.5000000000017629,3.525846281604572e-12,双平台共存
1.1,0.2,0.5000000000144256,0.5000000000061513,0.5000000000102884,2.057687353840265e-11,双平台共存
1.2,0.2,0.5000000000788251,0.50000000003218,0.5000000000555025,1.1100509400563396e-10,双平台共存
1.3,0.2,0.5000000004014068,0.5000000001574446,0.5000000002794257,5.588514095933306e-10,双平台共存
1.4,0.2,0.50000000192025,0.5000000007257862,0.5000000013230181,2.646036167952559e-09,双平台共存
1.5,0.2,0.5000000086861899,0.5000000031717481,0.500000005928969,1.1857937964876442e-08,双平台共存
1.6,0.2,0.5000000373566333,0.5000000132075644,0.5000000252820989,5.056419771776177e-08,双平台共存
1.7,0.2,0.5000001534479054,0.5000000526321974,0.5000001030400514,2.0608010276035316e-07,双平台共存
1.8,0.2,0.5000006043498717,0.5000002014499572,0.5000004028999144,8.057998288624191e-07,双平台共存
1.9,0.2,0.5000022896565453,0.5000007428626774,0.5000015162596113,3.0325192226232645e-06,双平台共存
2.0,0.2,0.5000083675578245,0.5000026460541178,0.5000055068059712,1.10136119423343e-05,双平台共存
2.1,0.2,0.5000295630211924,0.5000091233464162,0.5000193431838043,3.868636760862021e-05,双平台共存
2.2,0.2,0.5001011492122034,0.5000304976352243,0.5000658234237139,0.00013164684742772437,双平台共存
2.3,0.2,0.5003354896717062,0.5000989305158703,0.5002172100937883,0.0004344201875764453,双平台共存
2.4,0.2,0.5010785549753263,0.5003113522945019,0.5006949536349141,0.0013899072698281278,双平台共存
2.5,0.2,0.5033524039464562,0.5009482116531797,0.502150307799818,0.004300615599635904,双平台共存
2.6,0.2,0.5099866347159158,0.5027700190593228,0.5063783268876193,0.012756653775238602,双平台共存
2.7,0.2,0.527748371065284,0.5075569204703525,0.5176526457678183,0.03530529153563655,双平台共存
2.8,0.2,0.5667864258143513,0.5179155971529728,0.542351011483662,0.0847020229673241,双平台共存
2.9,0.2,0.6242619986669372,0.5330626318264131,0.5786623152466752,0.15732463049335033,双平台共存
3.0,0.2,0.6773856000525407,0.5470749554994729,0.6122302777760068,0.2244605555520136,市场倾斜
3.1,0.2,0.7172459299490849,0.5575693615373412,0.637407645743213,0.274815291486426,市场倾斜
3.2,0.2,0.7478437266246459,0.5655778339752214,0.6567107802999337,0.31342156059986737,市场倾斜
3.3,0.2,0.7727309291788729,0.5720526542251128,0.6723917917019928,0.3447835834039856,市场倾斜
3.4,0.2,0.7937312519180635,0.5774884262995492,0.6856098391088064,0.3712196782176127,市场倾斜
3.5,0.2,0.8118390127091158,0.5821548382861715,0.6969969254976437,0.3939938509952874,市场倾斜
3.6,0.2,0.8276749585764821,0.5862197123929684,0.7069473354847253,0.41389467096945054,市场倾斜
3.7,0.2,0.8416665097932905,0.5897982488927336,0.715732379343012,0.4314647586860241,市场倾斜
3.8,0.2,0.8541264820401491,0.5929745360140779,0.7235505090271135,0.447101018054227,市场倾斜
3.9,0.2,0.8652931756353168,0.5958124668346417,0.7305528212349792,0.46110564246995855,市场倾斜
4.0,0.2,0.8753534352192147,0.5983620032747922,0.7368577192470034,0.4737154384940069,市场倾斜
4.1,0.2,0.8844570487859403,0.6006630837486031,0.7425600662672718,0.48512013253454345,市场倾斜
4.2,0.2,0.8927262566627407,0.6027482034648064,0.7477372300637736,0.49547446012754714,市场倾斜
4.3,0.2,0.9002622946061061,0.6046441901773066,0.7524532423917063,0.5049064847834127,市场倾斜
4.4,0.2,0.9071500438796148,0.6063734662620454,0.7567617550708301,0.5135235101416602,市场倾斜
4.5,0.2,0.9134614249840133,0.607954969655656,0.7607081973198346,0.5214163946396693,市场倾斜
4.6,0.2,0.9192579307684313,0.6094048409455385,0.7643313858569849,0.5286627717139698,市场倾斜
4.7,0.2,0.9245925540823368,0.6107369458490064,0.7676647499656716,0.5353294999313432,市场倾斜
4.8,0.2,0.9295112795850573,0.6119632791516934,0.7707372793683753,0.5414745587367507,市场倾斜
4.9,0.2,0.9340542554524064,0.6130942815710739,0.7735742685117402,0.5471485370234803,市场倾斜
5.0,0.2,0.9382567257820668,0.6141390915306203,0.7761979086563435,0.552395817312687,市场倾斜
0.0,0.3,0.5000000000000014,0.5000000000000021,0.5000000000000018,3.552713678800501e-15,双平台共存
0.1,0.3,0.5000000000000018,0.5000000000000022,0.500000000000002,3.9968028886505635e-15,双平台共存
0.2,0.3,0.5000000000000021,0.5000000000000023,0.5000000000000022,4.440892098500626e-15,双平台共存
0.3,0.3,0.5000000000000026,0.5000000000000026,0.5000000000000026,5.10702591327572e-15,双平台共存
0.4,0.3,0.5000000000000029,0.5000000000000027,0.5000000000000028,5.551115123125783e-15,双平台共存
0.5,0.3,0.5000000000000147,0.5000000000000113,0.500000000000013,2.5979218776228663e-14,双平台共存
0.6,0.3,0.5000000000002903,0.5000000000002052,0.5000000000002478,4.954925358902074e-13,双平台共存
0.7,0.3,0.5000000000046071,0.5000000000030161,0.5000000000038116,7.623235376286175e-12,双平台共存
0.8,0.3,0.5000000000602736,0.5000000000369099,0.5000000000485918,9.718348348286554e-11,双平台共存
0.9,0.3,0.5000000006732656,0.5000000003887102,0.5000000005309879,1.0619757295771137e-09,双平台共存
1.0,0.3,0.5000000065882677,0.5000000036085429,0.5000000050984053,1.0196810618090524e-08,双平台共存
1.1,0.3,0.5000000575807997,0.5000000300705919,0.5000000438256957,8.765139158928292e-08,双平台共存
1.2,0.3,0.5000004562287204,0.5000002281143602,0.5000003421715402,6.843430805369977e-07,双平台共存
1.3,0.3,0.5000033155923593,0.50000159275905,0.5000024541757047,4.908351409316225e-06,双平台共存
1.4,0.3,0.5000223042187475,0.5000103248470167,0.5000163145328821,3.262906576417812e-05,双平台共存
1.5,0.3,0.5001398401611559,0.5000625384221267,0.5001011892916413,0.00020237858328253644,双平台共存
1.6,0.3,0.5008203383069301,0.5003552170774705,0.5005877776922003,0.0011755553844006172,双平台共存
1.7,0.3,0.5044898386778554,0.5018861370873847,0.50318798788262,0.006375975765240072,双平台共存
1.8,0.3,0.522203634941347,0.5090678938432432,0.5156357643922951,0.031271528784590275,双平台共存
1.9,0.3,0.5830282305018646,0.5331644969429453,0.558096363722405,0.1161927274448099,双平台共存
2.0,0.3,0.6684787766673744,0.5667310457997116,0.617604911233543,0.235209822467086,市场倾斜
2.1,0.3,0.7254901168130636,0.5888885898643456,0.6571893533387045,0.3143787066774092,市场倾斜
2.2,0.3,0.7644902345409395,0.603751997359366,0.6841211159501528,0.3682422319003055,市场倾斜
2.3,0.3,0.7946633830623097,0.615066575327782,0.7048649791950459,0.40972995839009163,市场倾斜
2.4,0.3,0.819231365003487,0.62415817329249,0.7216947691479885,0.44338953829597705,市场倾斜
2.5,0.3,0.839759461947994,0.631668018813718,0.735713740380856,0.47142748076171204,市场倾斜
2.6,0.3,0.8572014141006774,0.6379842680147667,0.7475928410577221,0.4951856821154441,市场倾斜
2.7,0.3,0.8722019201190673,0.6433673635109444,0.7577846418150058,0.5155692836300116,市场倾斜
2.8,0.3,0.8852232589256075,0.6480024791141645,0.766612869019886,0.533225738039772,市场倾斜
2.9,0.3,0.8966105916855519,0.6520265974726633,0.7743185945791076,0.5486371891582152,市场倾斜
3.0,0.3,0.9066295373719622,0.6555441109818053,0.7810868241768838,0.5621736483537675,市场倾斜
3.1,0.3,0.9154893689262439,0.6586364552297536,0.7870629120779987,0.5741258241559974,市场倾斜
3.2,0.3,0.9233581000791342,0.6613683679464313,0.7923632340127827,0.5847264680255655,市场倾斜
3.3,0.3,0.9303727124385149,0.6637921216908058,0.7970824170646604,0.5941648341293208,市场倾斜
3.4,0.3,0.9366463268530775,0.6659504812193454,0.8012984040362114,0.6025968080724229,市场倾斜
3.5,0.3,0.9422733758391367,0.6678788266792707,0.8050761012592037,0.6101522025184074,市场倾斜
3.6,0.3,0.9473334241520178,0.6696067133161597,0.8084700687340888,0.6169401374681776,市场倾斜
3.7,0.3,0.9518940488140559,0.6711590399853621,0.8115265443997091,0.623053088799418,市场倾斜
3.8,0.3,0.9560130485725805,0.6725569396086734,0.8142849940906269,0.6285699881812539,市场倾斜
3.9,0.3,0.9597401649949476,0.6738184679102472,0.8167793164525974,0.6335586329051949,市场倾斜
4.0,0.3,0.9631184412092832,0.6749591431613242,0.8190387921853037,0.6380775843706075,市场倾斜
4.1,0.3,0.9661853073296843,0.6759923741216459,0.8210888407256651,0.6421776814513303,市场倾斜
4.2,0.3,0.9689734566949035,0.6769298028914411,0.8229516297931723,0.6459032595863446,市场倾斜
4.3,0.3,0.9715115599033765,0.677781582181477,0.8246465710424267,0.6492931420848534,市场倾斜
4.4,0.3,0.9738248515967355,0.6785566014577105,0.826190726527223,0.652381453054446,市场倾斜
4.5,0.3,0.9759356163553468,0.6792626728173575,0.8275991445863522,0.6551982891727043,市场倾斜
4.6,0.3,0.9778635938412962,0.6799066848487327,0.8288851393450145,0.6577702786900289,市场倾斜
4.7,0.3,0.979626318743115,0.6804947308168415,0.8300605247799783,0.6601210495599565,市场倾斜
4.8,0.3,0.9812394076627653,0.6810322160978116,0.8311358118802885,0.6622716237605769,市场倾斜
4.9,0.3,0.9827168025110813,0.6815239487192317,0.8321203756151565,0.664240751230313,市场倾斜
5.0,0.3,0.9840709780152511,0.6819742160541064,0.8330225970346787,0.6660451940693575,市场倾斜
0.0,0.4,0.5000000000000016,0.5000000000000023,0.500000000000002,3.885780586188048e-15,双平台共存
0.1,0.4,0.5000000000000018,0.5000000000000024,0.5000000000000021,4.218847493575595e-15,双平台共存
0.2,0.4,0.5000000000000022,0.5000000000000027,0.5000000000000024,4.884981308350689e-15,双平台共存
0.3,0.4,0.5000000000000027,0.5000000000000029,0.5000000000000028,5.551115123125783e-15,双平台共存
0.4,0.4,0.5000000000000344,0.5000000000000344,0.5000000000000344,6.88338275267597e-14,双平台共存
0.5,0.4,0.5000000000015967,0.5000000000014283,0.5000000000015126,3.025024675196164e-12,双平台共存
0.6,0.4,0.5000000000509546,0.5000000000416044,0.5000000000462794,9.255896049609191e-11,双平台共存
0.7,0.4,0.5000000012280157,0.5000000009282927,0.5000000010781542,2.1563083540954153e-09,双平台共存
0.8,0.4,0.5000000236928094,0.5000000167533464,0.5000000202230779,4.0446155757933866e-08,双平台共存
0.9,0.4,0.5000003810338184,0.5000002540225458,0.5000003175281821,6.350563641621676e-07,双平台共存
1.0,0.4,0.5000052585144519,0.5000033257765554,0.5000042921455037,8.584291007251998e-06,双平台共存
1.1,0.4,0.5000636034013504,0.5000383542942088,0.5000509788477796,0.0001019576955592072,双平台共存
1.2,0.4,0.500683627720875,0.5003946927567644,0.5005391602388197,0.0010783204776394495,双平台共存
1.3,0.4,0.506519754761992,0.5036166031207318,0.5050681789413618,0.010136357882723712,双平台共存
1.4,0.4,0.5493621673691423,0.5264261326949673,0.5378941500320549,0.07578830006410964,双平台共存
1.5,0.4,0.6588463046224297,0.5834423822276814,0.6211443434250555,0.24228868685011107,市场倾斜
1.6,0.4,0.7298915084254711,0.6194374054094878,0.6746644569174794,0.3493289138349589,市场倾斜
1.7,0.4,0.7747496120941024,0.6412641839366826,0.7080068980153925,0.41601379603078503,市场倾斜
1.8,0.4,0.8084800716494802,0.6571785606366868,0.7328293161430834,0.465658632286167,市场倾斜
1.9,0.4,0.8352837491240167,0.6695083648890844,0.7523960570065505,0.5047921140131011,市场倾斜
2.0,0.4,0.8571889860920225,0.6793684084189568,0.7682786972554897,0.5365573945109794,市场倾斜
2.1,0.4,0.8754218583454081,0.6874227231402992,0.7814222907428536,0.5628445814857073,市场倾斜
2.2,0.4,0.8907988712690457,0.6941054997264967,0.7924521854977712,0.5849043709955424,市场倾斜
2.3,0.4,0.9038973672140456,0.6997175807610712,0.8018074739875584,0.6036149479751167,市场倾斜
2.4,0.4,0.9151431573218435,0.7044762207261952,0.8098096890240194,0.6196193780480387,市场倾斜
2.5,0.4,0.9248602789503929,0.7085433069640135,0.8167017929572031,0.6334035859144064,市场倾斜
2.6,0.4,0.9333013327557987,0.7120424823502928,0.8226719075530458,0.6453438151060915,市场倾斜
2.7,0.4,0.9406670211037708,0.7150700843969714,0.8278685527503711,0.6557371055007422,市场倾斜
2.8,0.4,0.9471192915866053,0.7177024258459422,0.8324108587162737,0.6648217174325476,市场倾斜
2.9,0.4,0.9527904965686473,0.720000804396493,0.8363956504825703,0.6727913009651404,市场倾斜
3.0,0.4,0.9577899650543088,0.7220150465021764,0.8399025057782425,0.6798050115564852,市场倾斜
3.1,0.4,0.9622088342076399,0.7237860734000297,0.8429974538038347,0.6859949076076696,市场倾斜
3.2,0.4,0.966123675377915,0.7253477966649141,0.8457357360214146,0.6914714720428291,市场倾斜
3.3,0.4,0.9695992637985051,0.7267285429514543,0.8481639033749797,0.6963278067499594,市场倾斜
3.4,0.4,0.9726907266212766,0.7279521412388088,0.8503214339300427,0.7006428678600854,市场倾斜
3.5,0.4,0.9754452310309732,0.7290387637295472,0.8522419973802602,0.7044839947605205,市场倾斜
3.6,0.4,0.9779033264221182,0.7300055840368621,0.8539544552294902,0.7079089104589803,市场倾斜
3.7,0.4,0.9801000225483449,0.7308672979112073,0.8554836602297762,0.7109673204595522,市场倾斜
3.8,0.4,0.9820656635357908,0.7316365392188456,0.8568511013773182,0.7137022027546365,市场倾斜
3.9,0.4,0.9838266422351093,0.73232421517256,0.8580754287038346,0.7161508574076693,市场倾斜
4.0,0.4,0.9854059883989074,0.7329397786595201,0.8591728835292137,0.7183457670584275,市场倾斜
4.1,0.4,0.9868238562145425,0.7334914510965052,0.8601576536555238,0.7203153073110476,市场倾斜
4.2,0.4,0.9880979308764382,0.7339864060325794,0.8610421684545088,0.7220843369090175,市场倾斜
4.3,0.4,0.9892437695307147,0.734430921355777,0.8618373454432459,0.7236746908864917,市场倾斜
4.4,0.4,0.9902750886470699,0.7348305062000542,0.8625527974235621,0.7251055948471241,市场倾斜
4.5,0.4,0.9912040073766447,0.7351900073238333,0.8631970073502391,0.726394014700478,市场倾斜
4.6,0.4,0.99204125453458,0.7355136987244318,0.8637774766295059,0.7275549532590119,市场倾斜
4.7,0.4,0.9927963453555464,0.7358053574803208,0.8643008514179336,0.7286017028358672,市场倾斜
4.8,0.4,0.9934777330037594,0.7360683282157933,0.8647730306097763,0.7295460612195527,市场倾斜
4.9,0.4,0.994092938898458,0.7363055781169691,0.8651992585077135,0.730398517015427,市场倾斜
5.0,0.4,0.9946486651842759,0.7365197440624017,0.8655842046233388,0.7311684092466776,市场倾斜
0.0,0.5,0.5000000000000014,0.5000000000000024,0.500000000000002,3.885780586188048e-15,双平台共存
0.1,0.5,0.5000000000000019,0.5000000000000027,0.5000000000000022,4.551914400963142e-15,双平台共存
0.2,0.5,0.5000000000000023,0.5000000000000031,0.5000000000000027,5.440092820663267e-15,双平台共存
0.3,0.5,0.5000000000000113,0.5000000000000147,0.500000000000013,2.5979218776228663e-14,双平台共存
0.4,0.5,0.5000000000014283,0.5000000000015967,0.5000000000015126,3.025024675196164e-12,双平台共存
0.5,0.5,0.5000000001027695,0.5000000001027695,0.5000000001027695,2.055389192179291e-10,双平台共存
0.6,0.5,0.5000000048928028,0.5000000044664974,0.5000000046796501,9.359300223721334e-09,双平台共存
0.7,0.5,0.5000001702795779,0.5000001439125098,0.5000001570960438,3.141920876803539e-07,双平台共存
0.8,0.5,0.5000046205481233,0.5000036528640271,0.5000041367060752,8.273412150483495e-06,双平台共存
0.9,0.5,0.5001020853148177,0.5000760899014556,0.5000890876081366,0.0001781752162732797,双平台共存
1.0,0.5,0.5018828859858747,0.5013314035256933,0.5016071447557839,0.0032142895115679915,双平台共存
1.1,0.5,0.5276244934423475,0.5186313094289758,0.5231279014356617,0.04625580287132336,双平台共存
1.2,0.5,0.6492080084638581,0.597469742996307,0.6233388757300825,0.24667775146016502,市场倾斜
1.3,0.5,0.731238713196225,0.6480408930187778,0.6896398031075014,0.3792796062150028,市场倾斜
1.4,0.5,0.7804649139177516,0.6764140551403156,0.7284394845290336,0.45687896905806724,市场倾斜
1.5,0.5,0.8168165331338852,0.6963516739784856,0.7565841035561854,0.5131682071123709,市场倾斜
