budget,subsidy_policy,policy_label,seed,final_L,concentration,lock_state,success,time_to_success,total_subsidy_spend,roi,final_multi_share
120,two_sided_targeted,双边精准,6136,0.19166666666666665,0.6901388888888889,B_lock,0.0,,8400.0,-1.2896825396825396e-05,0.0
120,two_sided_targeted,双边精准,6137,0.15666666666666668,0.7357555555555555,B_lock,0.0,,8400.0,-1.706349206349206e-05,0.0
120,two_sided_targeted,双边精准,6138,0.12333333333333335,0.7837555555555555,B_lock,0.0,,8400.0,-2.103174603174603e-05,0.0
120,two_sided_targeted,双边精准,6139,0.13833333333333334,0.7616055555555556,B_lock,0.0,,8400.0,-1.9246031746031746e-05,0.0
120,two_sided_targeted,双边精准,6140,0.15666666666666668,0.7357555555555555,B_lock,0.0,,8400.0,-1.706349206349206e-05,0.0
120,two_sided_targeted,双边精准,6141,0.11000000000000001,0.8042,B_lock,0.0,,8400.0,-2.2619047619047616e-05,0.0
120,two_sided_targeted,双边精准,6142,0.16833333333333333,0.7200055555555556,B_lock,0.0,,8400.0,-1.5674603174603173e-05,0.0
120,two_sided_targeted,双边精准,6143,0.21166666666666667,0.6662722222222222,coexist,0.0,,8400.0,-1.0515873015873014e-05,0.0
120,two_sided_targeted,双边精准,6144,0.13166666666666668,0.7713388888888888,B_lock,0.0,,8400.0,-2.0039682539682537e-05,0.0
120,two_sided_targeted,双边精准,6145,0.15166666666666667,0.7426722222222224,B_lock,0.0,,8400.0,-1.7658730158730155e-05,0.0
120,two_sided_targeted,双边精准,6146,0.15833333333333333,0.7334722222222223,B_lock,0.0,,8400.0,-1.6865079365079364e-05,0.0
120,two_sided_targeted,双边精准,6147,0.12166666666666667,0.7862722222222223,B_lock,0.0,,8400.0,-2.123015873015873e-05,0.0
120,two_sided_targeted,双边精准,6148,0.13833333333333334,0.7616055555555556,B_lock,0.0,,8400.0,-1.9246031746031746e-05,0.0
120,two_sided_targeted,双边精准,6149,0.17833333333333334,0.7069388888888888,B_lock,0.0,,8400.0,-1.4484126984126982e-05,0.0
120,uniform,统一补贴,6100,0.08833333333333333,0.8389388888888889,B_lock,0.0,,8400.0,-2.5198412698412697e-05,0.0
120,uniform,统一补贴,6101,0.09833333333333333,0.8226722222222221,B_lock,0.0,,8400.0,-2.4007936507936506e-05,0.0
120,uniform,统一补贴,6102,0.09999999999999999,0.8200000000000001,B_lock,0.0,,8400.0,-2.380952380952381e-05,0.0
120,uniform,统一补贴,6103,0.09,0.8362,B_lock,0.0,,8400.0,-2.4999999999999998e-05,0.0
120,uniform,统一补贴,6104,0.08833333333333333,0.8389388888888889,B_lock,0.0,,8400.0,-2.5198412698412697e-05,0.0
120,uniform,统一补贴,6105,0.09833333333333333,0.8226722222222221,B_lock,0.0,,8400.0,-2.4007936507936506e-05,0.0
120,uniform,统一补贴,6106,0.07166666666666667,0.8669388888888889,B_lock,0.0,,8400.0,-2.7182539682539684e-05,0.0
120,uniform,统一补贴,6107,0.07,0.8697999999999999,B_lock,0.0,,8400.0,-2.738095238095238e-05,0.0
120,uniform,统一补贴,6108,0.08166666666666667,0.8500055555555555,B_lock,0.0,,8400.0,-2.5992063492063493e-05,0.0
120,uniform,统一补贴,6109,0.14166666666666666,0.7568055555555557,B_lock,0.0,,8400.0,-1.884920634920635e-05,0.0
120,uniform,统一补贴,6110,0.08833333333333333,0.8389388888888889,B_lock,0.0,,8400.0,-2.5198412698412697e-05,0.0
120,uniform,统一补贴,6111,0.095,0.82805,B_lock,0.0,,8400.0,-2.4404761904761902e-05,0.0
120,uniform,统一补贴,6112,0.11833333333333333,0.791338888888889,B_lock,0.0,,8400.0,-2.1626984126984124e-05,0.0
120,uniform,统一补贴,6113,0.10833333333333334,0.8068055555555554,B_lock,0.0,,8400.0,-2.2817460317460315e-05,0.0
120,uniform,统一补贴,6114,0.11333333333333334,0.7990222222222223,B_lock,0.0,,8400.0,-2.222222222222222e-05,0.0
120,uniform,统一补贴,6115,0.08166666666666667,0.8500055555555555,B_lock,0.0,,8400.0,-2.5992063492063493e-05,0.0
120,uniform,统一补贴,6116,0.07833333333333334,0.8556055555555555,B_lock,0.0,,8400.0,-2.638888888888889e-05,0.0
120,uniform,统一补贴,6117,0.16666666666666669,0.7222222222222221,B_lock,0.0,,8400.0,-1.587301587301587e-05,0.0
120,uniform,统一补贴,6118,0.125,0.78125,B_lock,0.0,,8400.0,-2.0833333333333333e-05,0.0
120,uniform,统一补贴,6119,0.11,0.8042,B_lock,0.0,,8400.0,-2.261904761904762e-05,0.0
120,uniform,统一补贴,6120,0.06833333333333333,0.8726722222222221,B_lock,0.0,,8400.0,-2.757936507936508e-05,0.0
120,uniform,统一补贴,6121,0.09666666666666666,0.8253555555555556,B_lock,0.0,,8400.0,-2.4206349206349203e-05,0.0
120,uniform,统一补贴,6122,0.09666666666666668,0.8253555555555556,B_lock,0.0,,8400.0,-2.4206349206349203e-05,0.0
120,uniform,统一补贴,6123,0.09833333333333333,0.8226722222222221,B_lock,0.0,,8400.0,-2.4007936507936506e-05,0.0
120,uniform,统一补贴,6124,0.08833333333333335,0.8389388888888889,B_lock,0.0,,8400.0,-2.5198412698412694e-05,0.0
120,uniform,统一补贴,6125,0.08833333333333333,0.8389388888888889,B_lock,0.0,,8400.0,-2.5198412698412697e-05,0.0
120,uniform,统一补贴,6126,0.060000000000000005,0.8872,B_lock,0.0,,8400.0,-2.857142857142857e-05,0.0
120,uniform,统一补贴,6127,0.08166666666666667,0.8500055555555555,B_lock,0.0,,8400.0,-2.5992063492063493e-05,0.0
120,uniform,统一补贴,6128,0.09333333333333334,0.8307555555555555,B_lock,0.0,,8400.0,-2.4603174603174602e-05,0.0
120,uniform,统一补贴,6129,0.060000000000000005,0.8872,B_lock,0.0,,8400.0,-2.857142857142857e-05,0.0
120,uniform,统一补贴,6130,0.12833333333333335,0.776272222222222,B_lock,0.0,,8400.0,-2.0436507936507933e-05,0.0
120,uniform,统一补贴,6131,0.10833333333333334,0.8068055555555554,B_lock,0.0,,8400.0,-2.2817460317460315e-05,0.0
120,uniform,统一补贴,6132,0.10666666666666667,0.8094222222222223,B_lock,0.0,,8400.0,-2.301587301587301e-05,0.0
120,uniform,统一补贴,6133,0.055,0.89605,B_lock,0.0,,8400.0,-2.9166666666666666e-05,0.0
