step,u_A,m_A,L_A,seed,C,market_size,n_users,n_merchants
54,0.998,1.0,0.999,202695,0.9980020000000001,750,500,250
55,1.0,1.0,1.0,202695,1.0,750,500,250
56,0.996,1.0,0.998,202695,0.996008,750,500,250
57,1.0,0.996,0.998,202695,0.996008,750,500,250
58,1.0,1.0,1.0,202695,1.0,750,500,250
59,0.998,1.0,0.999,202695,0.9980020000000001,750,500,250
60,0.998,1.0,0.999,202695,0.9980020000000001,750,500,250
0,0.5,0.5,0.5,202696,0.5,750,500,250
1,0.59,0.616,0.603,202696,0.521218,750,500,250
2,0.896,0.86,0.878,202696,0.785768,750,500,250
3,0.984,0.996,0.99,202696,0.9802,750,500,250
4,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
5,1.0,1.0,1.0,202696,1.0,750,500,250
6,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
7,1.0,0.992,0.996,202696,0.992032,750,500,250
8,0.992,1.0,0.996,202696,0.992032,750,500,250
9,0.998,0.992,0.995,202696,0.9900500000000001,750,500,250
10,1.0,1.0,1.0,202696,1.0,750,500,250
11,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
12,1.0,0.992,0.996,202696,0.992032,750,500,250
13,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
14,0.996,1.0,0.998,202696,0.996008,750,500,250
15,0.996,0.996,0.996,202696,0.992032,750,500,250
16,1.0,0.996,0.998,202696,0.996008,750,500,250
17,0.998,0.996,0.997,202696,0.9940180000000001,750,500,250
18,0.996,1.0,0.998,202696,0.996008,750,500,250
19,0.996,0.996,0.996,202696,0.992032,750,500,250
20,1.0,1.0,1.0,202696,1.0,750,500,250
21,1.0,1.0,1.0,202696,1.0,750,500,250
22,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
23,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
24,0.994,1.0,0.997,202696,0.9940180000000001,750,500,250
25,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
26,1.0,1.0,1.0,202696,1.0,750,500,250
27,0.994,1.0,0.997,202696,0.9940180000000001,750,500,250
28,0.998,0.992,0.995,202696,0.9900500000000001,750,500,250
29,0.998,0.996,0.997,202696,0.9940180000000001,750,500,250
30,1.0,1.0,1.0,202696,1.0,750,500,250
31,0.996,0.992,0.994,202696,0.9880720000000001,750,500,250
32,0.996,1.0,0.998,202696,0.996008,750,500,250
33,1.0,1.0,1.0,202696,1.0,750,500,250
34,0.998,0.996,0.997,202696,0.9940180000000001,750,500,250
35,0.998,0.988,0.993,202696,0.9860979999999999,750,500,250
36,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
37,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
38,0.996,1.0,0.998,202696,0.996008,750,500,250
39,0.996,1.0,0.998,202696,0.996008,750,500,250
40,1.0,1.0,1.0,202696,1.0,750,500,250
41,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
42,0.996,1.0,0.998,202696,0.996008,750,500,250
43,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
44,0.994,1.0,0.997,202696,0.9940180000000001,750,500,250
45,0.996,1.0,0.998,202696,0.996008,750,500,250
46,1.0,1.0,1.0,202696,1.0,750,500,250
47,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
48,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
49,1.0,1.0,1.0,202696,1.0,750,500,250
50,1.0,0.996,0.998,202696,0.996008,750,500,250
51,0.996,1.0,0.998,202696,0.996008,750,500,250
52,1.0,1.0,1.0,202696,1.0,750,500,250
53,0.998,0.996,0.997,202696,0.9940180000000001,750,500,250
54,1.0,0.996,0.998,202696,0.996008,750,500,250
55,0.996,1.0,0.998,202696,0.996008,750,500,250
56,0.996,0.996,0.996,202696,0.992032,750,500,250
57,1.0,0.996,0.998,202696,0.996008,750,500,250
58,1.0,1.0,1.0,202696,1.0,750,500,250
59,0.998,1.0,0.999,202696,0.9980020000000001,750,500,250
60,0.996,0.996,0.996,202696,0.992032,750,500,250
0,0.5,0.5,0.5,202697,0.5,750,500,250
1,0.348,0.352,0.35,202697,0.545,750,500,250
2,0.04,0.04,0.04,202697,0.9232,750,500,250
3,0.0,0.008,0.004,202697,0.992032,750,500,250
4,0.0,0.0,0.0,202697,1.0,750,500,250
5,0.004,0.004,0.004,202697,0.992032,750,500,250
6,0.006,0.0,0.003,202697,0.9940180000000001,750,500,250
7,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
8,0.004,0.004,0.004,202697,0.992032,750,500,250
9,0.0,0.004,0.002,202697,0.996008,750,500,250
10,0.0,0.004,0.002,202697,0.996008,750,500,250
11,0.004,0.0,0.002,202697,0.996008,750,500,250
12,0.0,0.0,0.0,202697,1.0,750,500,250
13,0.002,0.012,0.007,202697,0.9860979999999999,750,500,250
14,0.0,0.0,0.0,202697,1.0,750,500,250
15,0.004,0.0,0.002,202697,0.996008,750,500,250
16,0.004,0.0,0.002,202697,0.996008,750,500,250
17,0.008,0.004,0.006,202697,0.9880720000000001,750,500,250
18,0.0,0.0,0.0,202697,1.0,750,500,250
19,0.0,0.0,0.0,202697,1.0,750,500,250
20,0.004,0.0,0.002,202697,0.996008,750,500,250
21,0.004,0.012,0.008,202697,0.9841279999999999,750,500,250
22,0.004,0.004,0.004,202697,0.992032,750,500,250
23,0.004,0.004,0.004,202697,0.992032,750,500,250
24,0.002,0.004,0.003,202697,0.9940180000000001,750,500,250
25,0.0,0.008,0.004,202697,0.992032,750,500,250
26,0.0,0.004,0.002,202697,0.996008,750,500,250
27,0.004,0.0,0.002,202697,0.996008,750,500,250
28,0.004,0.004,0.004,202697,0.992032,750,500,250
29,0.004,0.0,0.002,202697,0.996008,750,500,250
30,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
31,0.002,0.004,0.003,202697,0.9940180000000001,750,500,250
32,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
33,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
34,0.006,0.012,0.009000000000000001,202697,0.982162,750,500,250
35,0.0,0.004,0.002,202697,0.996008,750,500,250
36,0.0,0.0,0.0,202697,1.0,750,500,250
37,0.0,0.004,0.002,202697,0.996008,750,500,250
38,0.0,0.004,0.002,202697,0.996008,750,500,250
39,0.004,0.0,0.002,202697,0.996008,750,500,250
40,0.0,0.0,0.0,202697,1.0,750,500,250
41,0.002,0.004,0.003,202697,0.9940180000000001,750,500,250
42,0.0,0.0,0.0,202697,1.0,750,500,250
43,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
44,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
45,0.0,0.0,0.0,202697,1.0,750,500,250
46,0.004,0.004,0.004,202697,0.992032,750,500,250
47,0.0,0.0,0.0,202697,1.0,750,500,250
48,0.004,0.0,0.002,202697,0.996008,750,500,250
49,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
50,0.004,0.0,0.002,202697,0.996008,750,500,250
51,0.002,0.004,0.003,202697,0.9940180000000001,750,500,250
52,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
53,0.0,0.004,0.002,202697,0.996008,750,500,250
54,0.004,0.0,0.002,202697,0.996008,750,500,250
55,0.004,0.0,0.002,202697,0.996008,750,500,250
56,0.0,0.008,0.004,202697,0.992032,750,500,250
57,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
58,0.004,0.0,0.002,202697,0.996008,750,500,250
59,0.002,0.0,0.001,202697,0.9980020000000001,750,500,250
60,0.0,0.0,0.0,202697,1.0,750,500,250
0,0.5,0.5,0.5,202698,0.5,750,500,250
1,0.538,0.576,0.5569999999999999,202698,0.506498,750,500,250
2,0.818,0.808,0.813,202698,0.695938,750,500,250
3,0.992,0.988,0.99,202698,0.9802,750,500,250
4,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
5,0.998,0.988,0.993,202698,0.9860979999999999,750,500,250
6,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
7,1.0,0.996,0.998,202698,0.996008,750,500,250
8,0.994,1.0,0.997,202698,0.9940180000000001,750,500,250
9,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
10,1.0,1.0,1.0,202698,1.0,750,500,250
11,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
12,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
13,1.0,1.0,1.0,202698,1.0,750,500,250
14,0.998,0.988,0.993,202698,0.9860979999999999,750,500,250
15,1.0,1.0,1.0,202698,1.0,750,500,250
16,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
17,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
18,1.0,0.996,0.998,202698,0.996008,750,500,250
19,0.996,1.0,0.998,202698,0.996008,750,500,250
20,0.994,0.996,0.995,202698,0.9900500000000001,750,500,250
21,1.0,1.0,1.0,202698,1.0,750,500,250
22,1.0,0.996,0.998,202698,0.996008,750,500,250
23,1.0,1.0,1.0,202698,1.0,750,500,250
24,0.996,1.0,0.998,202698,0.996008,750,500,250
25,0.996,0.996,0.996,202698,0.992032,750,500,250
26,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
27,1.0,0.992,0.996,202698,0.992032,750,500,250
28,0.996,1.0,0.998,202698,0.996008,750,500,250
29,1.0,1.0,1.0,202698,1.0,750,500,250
30,0.996,1.0,0.998,202698,0.996008,750,500,250
31,0.996,0.996,0.996,202698,0.992032,750,500,250
32,1.0,0.996,0.998,202698,0.996008,750,500,250
33,1.0,0.996,0.998,202698,0.996008,750,500,250
34,1.0,0.992,0.996,202698,0.992032,750,500,250
35,1.0,1.0,1.0,202698,1.0,750,500,250
36,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
37,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
38,0.994,1.0,0.997,202698,0.9940180000000001,750,500,250
39,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
40,0.996,1.0,0.998,202698,0.996008,750,500,250
41,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
42,1.0,0.992,0.996,202698,0.992032,750,500,250
43,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
44,1.0,1.0,1.0,202698,1.0,750,500,250
45,0.996,1.0,0.998,202698,0.996008,750,500,250
46,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
47,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
48,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
49,0.996,1.0,0.998,202698,0.996008,750,500,250
50,1.0,0.996,0.998,202698,0.996008,750,500,250
51,0.996,1.0,0.998,202698,0.996008,750,500,250
52,0.996,1.0,0.998,202698,0.996008,750,500,250
53,0.996,1.0,0.998,202698,0.996008,750,500,250
54,1.0,1.0,1.0,202698,1.0,750,500,250
55,0.998,1.0,0.999,202698,0.9980020000000001,750,500,250
56,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
57,0.996,1.0,0.998,202698,0.996008,750,500,250
58,1.0,0.992,0.996,202698,0.992032,750,500,250
59,0.998,0.996,0.997,202698,0.9940180000000001,750,500,250
60,1.0,0.996,0.998,202698,0.996008,750,500,250
0,0.5,0.5,0.5,202699,0.5,750,500,250
1,0.64,0.68,0.66,202699,0.5512,750,500,250
2,0.966,0.98,0.973,202699,0.9474579999999999,750,500,250
3,0.994,0.996,0.995,202699,0.9900500000000001,750,500,250
4,0.998,0.996,0.997,202699,0.9940180000000001,750,500,250
5,0.996,1.0,0.998,202699,0.996008,750,500,250
6,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
7,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
8,0.996,1.0,0.998,202699,0.996008,750,500,250
9,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
10,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
11,1.0,1.0,1.0,202699,1.0,750,500,250
12,1.0,0.996,0.998,202699,0.996008,750,500,250
13,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
14,0.996,1.0,0.998,202699,0.996008,750,500,250
15,0.998,0.992,0.995,202699,0.9900500000000001,750,500,250
16,0.994,1.0,0.997,202699,0.9940180000000001,750,500,250
17,0.996,1.0,0.998,202699,0.996008,750,500,250
18,1.0,1.0,1.0,202699,1.0,750,500,250
19,0.996,0.996,0.996,202699,0.992032,750,500,250
20,0.996,1.0,0.998,202699,0.996008,750,500,250
21,0.996,1.0,0.998,202699,0.996008,750,500,250
22,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
23,0.994,1.0,0.997,202699,0.9940180000000001,750,500,250
24,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
25,0.996,1.0,0.998,202699,0.996008,750,500,250
26,1.0,0.996,0.998,202699,0.996008,750,500,250
27,1.0,0.996,0.998,202699,0.996008,750,500,250
28,1.0,1.0,1.0,202699,1.0,750,500,250
29,0.994,0.996,0.995,202699,0.9900500000000001,750,500,250
30,1.0,0.988,0.994,202699,0.9880720000000001,750,500,250
31,0.996,1.0,0.998,202699,0.996008,750,500,250
32,0.998,0.996,0.997,202699,0.9940180000000001,750,500,250
33,0.996,1.0,0.998,202699,0.996008,750,500,250
34,0.996,1.0,0.998,202699,0.996008,750,500,250
35,0.998,1.0,0.999,202699,0.9980020000000001,750,500,250
36,0.998,0.992,0.995,202699,0.9900500000000001,750,500,250
37,1.0,0.996,0.998,202699,0.996008,750,500,250
38,1.0,0.996,0.998,202699,0.996008,750,500,250
39,0.994,0.988,0.991,202699,0.982162,750,500,250
40,0.996,0.992,0.994,202699,0.9880720000000001,750,500,250
41,0.998,0.996,0.997,202699,0.9940180000000001,750,500,250
42,1.0,1.0,1.0,202699,1.0,750,500,250
43,0.996,0.996,0.996,202699,0.992032,750,500,250
44,0.998,0.992,0.995,202699,0.9900500000000001,750,500,250
45,0.994,1.0,0.997,202699,0.9940180000000001,750,500,250
46,0.994,1.0,0.997,202699,0.9940180000000001,750,500,250
47,0.996,0.992,0.994,202699,0.9880720000000001,750,500,250
48,1.0,1.0,1.0,202699,1.0,750,500,250
49,0.996,0.996,0.996,202699,0.992032,750,500,250
50,0.992,0.996,0.994,202699,0.9880720000000001,750,500,250
51,0.996,0.988,0.992,202699,0.9841279999999999,750,500,250
52,0.996,1.0,0.998,202699,0.996008,750,500,250
53,0.998,0.996,0.997,202699,0.9940180000000001,750,500,250
54,0.994,0.996,0.995,202699,0.9900500000000001,750,500,250
55,0.996,1.0,0.998,202699,0.996008,750,500,250
56,1.0,1.0,1.0,202699,1.0,750,500,250
57,1.0,1.0,1.0,202699,1.0,750,500,250
58,0.996,1.0,0.998,202699,0.996008,750,500,250
59,1.0,1.0,1.0,202699,1.0,750,500,250
60,1.0,0.996,0.998,202699,0.996008,750,500,250
0,0.5,0.5,0.5,202700,0.5,750,500,250
1,0.542,0.572,0.5569999999999999,202700,0.506498,750,500,250
2,0.854,0.836,0.845,202700,0.7380499999999999,750,500,250
3,0.99,0.992,0.991,202700,0.982162,750,500,250
4,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
5,0.996,0.996,0.996,202700,0.992032,750,500,250
6,1.0,1.0,1.0,202700,1.0,750,500,250
7,1.0,0.996,0.998,202700,0.996008,750,500,250
8,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
9,0.996,1.0,0.998,202700,0.996008,750,500,250
10,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
11,0.992,0.996,0.994,202700,0.9880720000000001,750,500,250
12,1.0,0.996,0.998,202700,0.996008,750,500,250
13,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
14,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
15,1.0,0.996,0.998,202700,0.996008,750,500,250
16,0.998,0.992,0.995,202700,0.9900500000000001,750,500,250
17,0.996,1.0,0.998,202700,0.996008,750,500,250
18,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
19,0.996,0.996,0.996,202700,0.992032,750,500,250
20,1.0,1.0,1.0,202700,1.0,750,500,250
21,0.996,1.0,0.998,202700,0.996008,750,500,250
22,0.996,1.0,0.998,202700,0.996008,750,500,250
23,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
24,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
25,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
26,1.0,1.0,1.0,202700,1.0,750,500,250
27,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
28,0.996,0.996,0.996,202700,0.992032,750,500,250
29,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
30,1.0,0.992,0.996,202700,0.992032,750,500,250
31,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
32,0.998,0.992,0.995,202700,0.9900500000000001,750,500,250
33,0.996,1.0,0.998,202700,0.996008,750,500,250
34,0.996,0.984,0.99,202700,0.9802,750,500,250
35,0.998,0.988,0.993,202700,0.9860979999999999,750,500,250
36,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
37,0.998,0.992,0.995,202700,0.9900500000000001,750,500,250
38,0.996,0.996,0.996,202700,0.992032,750,500,250
39,0.994,0.996,0.995,202700,0.9900500000000001,750,500,250
40,1.0,0.996,0.998,202700,0.996008,750,500,250
41,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
42,1.0,1.0,1.0,202700,1.0,750,500,250
43,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
44,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
45,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
46,1.0,1.0,1.0,202700,1.0,750,500,250
47,1.0,0.996,0.998,202700,0.996008,750,500,250
48,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
49,1.0,1.0,1.0,202700,1.0,750,500,250
50,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
51,1.0,1.0,1.0,202700,1.0,750,500,250
52,1.0,1.0,1.0,202700,1.0,750,500,250
53,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
54,0.996,0.996,0.996,202700,0.992032,750,500,250
55,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
56,0.998,1.0,0.999,202700,0.9980020000000001,750,500,250
57,1.0,0.996,0.998,202700,0.996008,750,500,250
58,0.996,0.992,0.994,202700,0.9880720000000001,750,500,250
59,0.998,0.996,0.997,202700,0.9940180000000001,750,500,250
60,1.0,1.0,1.0,202700,1.0,750,500,250
0,0.5,0.5,0.5,202701,0.5,750,500,250
1,0.572,0.596,0.584,202701,0.514112,750,500,250
2,0.822,0.784,0.8029999999999999,202701,0.6836179999999998,750,500,250
3,0.984,0.992,0.988,202701,0.976288,750,500,250
4,1.0,0.992,0.996,202701,0.992032,750,500,250
5,1.0,0.98,0.99,202701,0.9802,750,500,250
6,0.996,0.996,0.996,202701,0.992032,750,500,250
7,0.998,1.0,0.999,202701,0.9980020000000001,750,500,250
8,0.996,1.0,0.998,202701,0.996008,750,500,250
9,1.0,1.0,1.0,202701,1.0,750,500,250
10,0.996,1.0,0.998,202701,0.996008,750,500,250
11,0.996,1.0,0.998,202701,0.996008,750,500,250
12,0.994,1.0,0.997,202701,0.9940180000000001,750,500,250
13,0.996,1.0,0.998,202701,0.996008,750,500,250
14,0.998,1.0,0.999,202701,0.9980020000000001,750,500,250
15,1.0,1.0,1.0,202701,1.0,750,500,250
16,0.994,0.992,0.993,202701,0.9860979999999999,750,500,250
17,1.0,1.0,1.0,202701,1.0,750,500,250
18,0.998,0.988,0.993,202701,0.9860979999999999,750,500,250
19,0.994,0.996,0.995,202701,0.9900500000000001,750,500,250
20,0.996,1.0,0.998,202701,0.996008,750,500,250
21,0.996,1.0,0.998,202701,0.996008,750,500,250
22,1.0,0.996,0.998,202701,0.996008,750,500,250
23,0.996,0.996,0.996,202701,0.992032,750,500,250
24,0.994,1.0,0.997,202701,0.9940180000000001,750,500,250
25,1.0,0.992,0.996,202701,0.992032,750,500,250
26,0.996,0.996,0.996,202701,0.992032,750,500,250
27,0.996,0.996,0.996,202701,0.992032,750,500,250
28,0.998,0.996,0.997,202701,0.9940180000000001,750,500,250
29,0.996,0.996,0.996,202701,0.992032,750,500,250
30,1.0,1.0,1.0,202701,1.0,750,500,250
31,1.0,1.0,1.0,202701,1.0,750,500,250
32,1.0,1.0,1.0,202701,1.0,750,500,250
33,0.998,1.0,0.999,202701,0.9980020000000001,750,500,250
34,1.0,1.0,1.0,202701,1.0,750,500,250
35,0.996,1.0,0.998,202701,0.996008,750,500,250
36,0.998,1.0,0.999,202701,0.9980020000000001,750,500,250
37,0.994,0.996,0.995,202701,0.9900500000000001,750,500,250
38,0.998,0.992,0.995,202701,0.9900500000000001,750,500,250
39,1.0,1.0,1.0,202701,1.0,750,500,250
40,0.994,1.0,0.997,202701,0.9940180000000001,750,500,250
41,0.998,1.0,0.999,202701,0.9980020000000001,750,500,250
42,1.0,0.996,0.998,202701,0.996008,750,500,250
43,0.994,0.996,0.995,202701,0.9900500000000001,750,500,250
44,1.0,1.0,1.0,202701,1.0,750,500,250
45,1.0,0.992,0.996,202701,0.992032,750,500,250
46,0.994,1.0,0.997,202701,0.9940180000000001,750,500,250
47,0.998,1.0,0.999,202701,0.9980020000000001,750,500,250
48,1.0,1.0,1.0,202701,1.0,750,500,250
49,0.998,0.996,0.997,202701,0.9940180000000001,750,500,250
50,1.0,1.0,1.0,202701,1.0,750,500,250
51,1.0,0.996,0.998,202701,0.996008,750,500,250
52,0.996,1.0,0.998,202701,0.996008,750,500,250
53,0.996,1.0,0.998,202701,0.996008,750,500,250
54,1.0,0.996,0.998,202701,0.996008,750,500,250
55,0.994,1.0,0.997,202701,0.9940180000000001,750,500,250
56,1.0,1.0,1.0,202701,1.0,750,500,250
57,0.992,0.996,0.994,202701,0.9880720000000001,750,500,250
58,0.998,1.0,0.999,202701,0.9980020000000001,750,500,250
59,1.0,0.996,0.998,202701,0.996008,750,500,250
60,0.998,0.996,0.997,202701,0.9940180000000001,750,500,250
0,0.5,0.5,0.5,202702,0.5,750,500,250
1,0.522,0.5,0.511,202702,0.500242,750,500,250
2,0.674,0.652,0.663,202702,0.553138,750,500,250
3,0.958,0.964,0.961,202702,0.9250419999999999,750,500,250
4,1.0,0.996,0.998,202702,0.996008,750,500,250
5,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
6,0.998,0.996,0.997,202702,0.9940180000000001,750,500,250
7,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
8,0.994,1.0,0.997,202702,0.9940180000000001,750,500,250
9,1.0,0.992,0.996,202702,0.992032,750,500,250
10,1.0,1.0,1.0,202702,1.0,750,500,250
11,0.996,1.0,0.998,202702,0.996008,750,500,250
12,1.0,0.996,0.998,202702,0.996008,750,500,250
13,1.0,1.0,1.0,202702,1.0,750,500,250
14,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
15,0.996,1.0,0.998,202702,0.996008,750,500,250
16,0.994,1.0,0.997,202702,0.9940180000000001,750,500,250
17,1.0,0.996,0.998,202702,0.996008,750,500,250
18,0.998,0.996,0.997,202702,0.9940180000000001,750,500,250
19,1.0,0.996,0.998,202702,0.996008,750,500,250
20,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
21,1.0,1.0,1.0,202702,1.0,750,500,250
22,1.0,1.0,1.0,202702,1.0,750,500,250
23,1.0,0.996,0.998,202702,0.996008,750,500,250
24,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
25,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
26,1.0,1.0,1.0,202702,1.0,750,500,250
27,1.0,1.0,1.0,202702,1.0,750,500,250
28,0.994,1.0,0.997,202702,0.9940180000000001,750,500,250
29,0.996,0.996,0.996,202702,0.992032,750,500,250
30,1.0,0.996,0.998,202702,0.996008,750,500,250
31,0.99,1.0,0.995,202702,0.9900500000000001,750,500,250
32,1.0,0.996,0.998,202702,0.996008,750,500,250
33,1.0,1.0,1.0,202702,1.0,750,500,250
34,1.0,0.996,0.998,202702,0.996008,750,500,250
35,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
36,0.996,1.0,0.998,202702,0.996008,750,500,250
37,1.0,0.996,0.998,202702,0.996008,750,500,250
38,0.998,0.996,0.997,202702,0.9940180000000001,750,500,250
39,1.0,0.996,0.998,202702,0.996008,750,500,250
40,1.0,1.0,1.0,202702,1.0,750,500,250
41,0.994,1.0,0.997,202702,0.9940180000000001,750,500,250
42,0.996,0.992,0.994,202702,0.9880720000000001,750,500,250
43,0.998,0.996,0.997,202702,0.9940180000000001,750,500,250
44,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
45,0.998,0.996,0.997,202702,0.9940180000000001,750,500,250
46,1.0,1.0,1.0,202702,1.0,750,500,250
47,1.0,0.996,0.998,202702,0.996008,750,500,250
48,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
49,0.996,1.0,0.998,202702,0.996008,750,500,250
50,1.0,1.0,1.0,202702,1.0,750,500,250
51,1.0,1.0,1.0,202702,1.0,750,500,250
52,0.996,1.0,0.998,202702,0.996008,750,500,250
53,0.996,1.0,0.998,202702,0.996008,750,500,250
54,1.0,1.0,1.0,202702,1.0,750,500,250
55,0.996,0.996,0.996,202702,0.992032,750,500,250
56,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
57,0.996,0.996,0.996,202702,0.992032,750,500,250
58,0.998,1.0,0.999,202702,0.9980020000000001,750,500,250
59,1.0,0.988,0.994,202702,0.9880720000000001,750,500,250
60,0.992,0.996,0.994,202702,0.9880720000000001,750,500,250
0,0.5,0.5,0.5,202703,0.5,750,500,250
1,0.402,0.396,0.399,202703,0.520402,750,500,250
2,0.1,0.104,0.10200000000000001,202703,0.816808,750,500,250
3,0.002,0.004,0.003,202703,0.9940180000000001,750,500,250
4,0.004,0.008,0.006,202703,0.9880720000000001,750,500,250
5,0.002,0.004,0.003,202703,0.9940180000000001,750,500,250
6,0.006,0.0,0.003,202703,0.9940180000000001,750,500,250
7,0.0,0.0,0.0,202703,1.0,750,500,250
8,0.004,0.0,0.002,202703,0.996008,750,500,250
9,0.0,0.0,0.0,202703,1.0,750,500,250
10,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
11,0.004,0.0,0.002,202703,0.996008,750,500,250
12,0.004,0.008,0.006,202703,0.9880720000000001,750,500,250
13,0.004,0.0,0.002,202703,0.996008,750,500,250
14,0.002,0.008,0.005,202703,0.9900500000000001,750,500,250
15,0.004,0.0,0.002,202703,0.996008,750,500,250
16,0.0,0.0,0.0,202703,1.0,750,500,250
17,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
18,0.0,0.0,0.0,202703,1.0,750,500,250
19,0.0,0.0,0.0,202703,1.0,750,500,250
20,0.0,0.0,0.0,202703,1.0,750,500,250
21,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
22,0.004,0.0,0.002,202703,0.996008,750,500,250
23,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
24,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
25,0.004,0.004,0.004,202703,0.992032,750,500,250
26,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
27,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
28,0.0,0.0,0.0,202703,1.0,750,500,250
29,0.0,0.0,0.0,202703,1.0,750,500,250
30,0.004,0.0,0.002,202703,0.996008,750,500,250
31,0.0,0.0,0.0,202703,1.0,750,500,250
32,0.0,0.004,0.002,202703,0.996008,750,500,250
33,0.002,0.0,0.001,202703,0.9980020000000001,750,500,250
34,0.002,0.004,0.003,202703,0.9940180000000001,750,500,250
35,0.004,0.0,0.002,202703,0.996008,750,500,250
36,0.006,0.0,0.003,202703,0.9940180000000001,750,500,250
37,0.0,0.0,0.0,202703,1.0,750,500,250
38,0.006,0.008,0.007,202703,0.9860979999999999,750,500,250
