step,u_A_mean,u_A_std,m_A_mean,m_A_std,L_A_mean,L_A_std,scenario,scenario_label
46,0.49391666666666667,0.03344837603904146,0.506,0.04221360330620413,0.4999583333333334,0.035951432272666686,high_noise_symmetric,中等网络效应，高噪声对称
47,0.50975,0.03745670014783619,0.5158333333333334,0.04133552625761709,0.5127916666666666,0.037605869075037865,high_noise_symmetric,中等网络效应，高噪声对称
48,0.5135,0.028694295131600905,0.5005,0.04390679921770498,0.507,0.033199732261303294,high_noise_symmetric,中等网络效应，高噪声对称
49,0.5014166666666666,0.041785007384291126,0.509,0.04963138980324012,0.5052083333333334,0.04409243596533,high_noise_symmetric,中等网络效应，高噪声对称
50,0.5016666666666667,0.03458188012165531,0.5028333333333334,0.0417213676024634,0.50225,0.03605054525059916,high_noise_symmetric,中等网络效应，高噪声对称
51,0.4959166666666667,0.03593559459733937,0.4913333333333333,0.03652124271695371,0.49362500000000004,0.03243219985938817,high_noise_symmetric,中等网络效应，高噪声对称
52,0.5069166666666667,0.04344881710245217,0.5051666666666667,0.05022143947017191,0.5060416666666667,0.04546452492125908,high_noise_symmetric,中等网络效应，高噪声对称
53,0.50475,0.039039172859371134,0.5018333333333334,0.04142879468726752,0.5032916666666667,0.038651875384775776,high_noise_symmetric,中等网络效应，高噪声对称
54,0.5045,0.0383394350597626,0.5051666666666667,0.052898169857462984,0.5048333333333332,0.0441882601963608,high_noise_symmetric,中等网络效应，高噪声对称
55,0.48966666666666664,0.039991227108130065,0.4916666666666667,0.03731484504615707,0.49066666666666664,0.03701153605525704,high_noise_symmetric,中等网络效应，高噪声对称
56,0.48666666666666664,0.03968811155535634,0.49349999999999994,0.03523480137690824,0.4900833333333333,0.035576805145030733,high_noise_symmetric,中等网络效应，高噪声对称
57,0.5005,0.037514519606234434,0.5018333333333334,0.04400259163021469,0.5011666666666666,0.03881881740593499,high_noise_symmetric,中等网络效应，高噪声对称
58,0.5029166666666667,0.03601849346301187,0.5,0.036144608844722766,0.5014583333333333,0.032926103466302904,high_noise_symmetric,中等网络效应，高噪声对称
59,0.4959166666666667,0.03260823183838294,0.49050000000000005,0.03239512994949156,0.4932083333333333,0.029102404142967046,high_noise_symmetric,中等网络效应，高噪声对称
60,0.49450000000000005,0.02986862070675472,0.48883333333333334,0.03335569425422423,0.4916666666666667,0.028420917261969138,high_noise_symmetric,中等网络效应，高噪声对称
61,0.49191666666666667,0.032737101830450865,0.4871666666666667,0.03466253349180027,0.48954166666666665,0.031071831275777888,high_noise_symmetric,中等网络效应，高噪声对称
62,0.4912500000000001,0.03067407900503321,0.49316666666666664,0.03485097765163628,0.4922083333333333,0.031200721379799574,high_noise_symmetric,中等网络效应，高噪声对称
63,0.49816666666666665,0.032686263366519856,0.49749999999999994,0.032279390705641973,0.49783333333333335,0.0302480002722137,high_noise_symmetric,中等网络效应，高噪声对称
64,0.4991666666666667,0.04262408785530868,0.49366666666666664,0.04458909210224988,0.4964166666666666,0.042559813431196414,high_noise_symmetric,中等网络效应，高噪声对称
65,0.49325,0.037195056421817974,0.49483333333333335,0.03981646490075408,0.49404166666666666,0.036481064342416804,high_noise_symmetric,中等网络效应，高噪声对称
66,0.49833333333333335,0.041580612891359,0.49916666666666665,0.05008618303478663,0.49874999999999997,0.04324256688314504,high_noise_symmetric,中等网络效应，高噪声对称
67,0.505,0.04101775396521457,0.5025000000000001,0.04067953492118006,0.5037499999999999,0.03937143189068446,high_noise_symmetric,中等网络效应，高噪声对称
68,0.48775,0.02816656285665493,0.49000000000000005,0.041773547129326724,0.488875,0.031753430306933915,high_noise_symmetric,中等网络效应，高噪声对称
69,0.5006666666666667,0.043539993042627456,0.5088333333333334,0.04384015356186023,0.50475,0.04199180162256406,high_noise_symmetric,中等网络效应，高噪声对称
70,0.5038333333333334,0.032077665254614994,0.5035000000000001,0.03637805070505311,0.5036666666666667,0.03230700682605058,high_noise_symmetric,中等网络效应，高噪声对称
71,0.4913333333333333,0.03074418121145161,0.5003333333333333,0.040115330811073595,0.4958333333333333,0.032300897096154704,high_noise_symmetric,中等网络效应，高噪声对称
72,0.49491666666666667,0.028120849271362523,0.49749999999999994,0.03818813079129866,0.4962083333333333,0.031595574630908514,high_noise_symmetric,中等网络效应，高噪声对称
73,0.5040833333333333,0.038003827908153084,0.49716666666666665,0.037979295683106026,0.500625,0.035464621816463746,high_noise_symmetric,中等网络效应，高噪声对称
74,0.4998333333333333,0.04007631608707456,0.5186666666666666,0.04169507803282951,0.50925,0.03854527602824456,high_noise_symmetric,中等网络效应，高噪声对称
75,0.5086666666666667,0.03163941579073399,0.5051666666666667,0.03696805955011142,0.5069166666666667,0.03205338657058369,high_noise_symmetric,中等网络效应，高噪声对称
76,0.5009166666666667,0.031772560709440595,0.5033333333333333,0.039573752303073695,0.502125,0.032836733949819494,high_noise_symmetric,中等网络效应，高噪声对称
77,0.4961666666666667,0.03278540896398384,0.49850000000000005,0.04154156658560151,0.49733333333333335,0.03554977566325283,high_noise_symmetric,中等网络效应，高噪声对称
78,0.49866666666666665,0.02305980021519946,0.5073333333333333,0.036121950689815004,0.503,0.026404135330911682,high_noise_symmetric,中等网络效应，高噪声对称
79,0.5025833333333333,0.026343851996465804,0.5038333333333334,0.04631793256604814,0.5032083333333334,0.0341300349197848,high_noise_symmetric,中等网络效应，高噪声对称
80,0.4911666666666667,0.028725867064311416,0.48966666666666664,0.033991743063444504,0.49041666666666667,0.02905240777733956,high_noise_symmetric,中等网络效应，高噪声对称
