u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,step,seed,experiment,multi_home_cost,rho,scenario_label,u0,m0,allow_multi_home,multi_home_share
0.525,0.625,0.375,0.45,0.2,0.35,0.575,0.15000000000000002,0.0,67,5717,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5675,0.675,0.325,0.55,0.2,0.25,0.6212500000000001,0.24250000000000005,0.0,68,5717,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5775,0.525,0.475,0.25,0.2,0.55,0.55125,0.10250000000000004,0.0,69,5717,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.51,0.55,0.45,0.4,0.3,0.3,0.53,0.06000000000000005,0.0,70,5717,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.7325,0.7,0.3,0.55,0.15,0.3,0.71625,0.4325,0.0,1,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6575,0.625,0.375,0.5,0.25,0.25,0.64125,0.2825,0.0,2,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.59,0.775,0.225,0.65,0.1,0.25,0.6825,0.365,0.0,3,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.7175,0.6,0.4,0.45,0.25,0.3,0.65875,0.3175,0.0,4,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6225,0.5,0.5,0.35,0.35,0.3,0.56125,0.12250000000000005,0.0,5,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4725,0.725,0.275,0.55,0.1,0.35,0.59875,0.2525,0.0,6,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6425,0.55,0.45,0.45,0.35,0.2,0.59625,0.1925,0.0,7,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.53,0.5,0.5,0.35,0.35,0.3,0.515,0.030000000000000027,0.0,8,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.525,0.525,0.475,0.4,0.35,0.25,0.525,0.050000000000000044,0.0,9,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.65,0.35,0.6,0.3,0.1,0.57875,0.15749999999999997,0.0,10,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5675,0.675,0.325,0.55,0.2,0.25,0.6212500000000001,0.24250000000000005,0.0,11,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5825,0.675,0.325,0.5,0.15,0.35,0.62875,0.25750000000000006,0.0,12,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.665,0.7,0.3,0.6,0.2,0.2,0.6825,0.365,0.0,13,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.66,0.55,0.45,0.3,0.2,0.5,0.605,0.21000000000000008,0.0,14,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5625,0.45,0.55,0.3,0.4,0.3,0.50625,0.11249999999999999,0.0,15,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.52,0.725,0.275,0.6,0.15,0.25,0.6225,0.245,0.0,16,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.61,0.525,0.475,0.45,0.4,0.15,0.5675,0.135,0.0,17,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.565,0.525,0.475,0.45,0.4,0.15,0.5449999999999999,0.08999999999999997,0.0,18,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.525,0.475,0.4,0.35,0.25,0.52625,0.05249999999999999,0.0,19,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.525,0.425,0.575,0.2,0.35,0.45,0.475,0.10000000000000003,0.0,20,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.49,0.525,0.475,0.4,0.35,0.25,0.5075000000000001,0.03500000000000003,0.0,21,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.56,0.625,0.375,0.45,0.2,0.35,0.5925,0.18500000000000005,0.0,22,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6125,0.5,0.5,0.35,0.35,0.3,0.55625,0.11250000000000004,0.0,23,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.475,0.525,0.25,0.3,0.45,0.51125,0.07250000000000001,0.0,24,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.49,0.575,0.425,0.35,0.2,0.45,0.5325,0.08499999999999996,0.0,25,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.5,0.5,0.3,0.3,0.4,0.50125,0.0024999999999999467,0.0,26,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.4,0.6,0.25,0.45,0.3,0.45375,0.10749999999999993,0.0,27,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4425,0.625,0.375,0.5,0.25,0.25,0.53375,0.1825,0.0,28,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.54,0.375,0.625,0.2,0.45,0.35,0.4575,0.16500000000000004,0.0,29,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.455,0.475,0.525,0.3,0.35,0.35,0.46499999999999997,0.07,0.0,30,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4325,0.325,0.675,0.25,0.6,0.15,0.37875000000000003,0.2425,0.0,31,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.405,0.525,0.475,0.4,0.35,0.25,0.465,0.12,0.0,32,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.49,0.475,0.525,0.3,0.35,0.35,0.4825,0.03500000000000003,0.0,33,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.525,0.425,0.575,0.3,0.45,0.25,0.475,0.10000000000000003,0.0,34,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.475,0.475,0.525,0.35,0.4,0.25,0.475,0.050000000000000044,0.0,35,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.515,0.3,0.7,0.25,0.65,0.1,0.4075,0.21500000000000002,0.0,36,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.38,0.45,0.55,0.2,0.3,0.5,0.41500000000000004,0.16999999999999998,0.0,37,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.45,0.475,0.525,0.15,0.2,0.65,0.4625,0.07500000000000001,0.0,38,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.55,0.45,0.4,0.3,0.3,0.5062500000000001,0.08750000000000002,0.0,39,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.5,0.5,0.4,0.4,0.2,0.5037499999999999,0.007499999999999951,0.0,40,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.505,0.625,0.375,0.55,0.3,0.15,0.565,0.13,0.0,41,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.585,0.525,0.475,0.4,0.35,0.25,0.5549999999999999,0.10999999999999999,0.0,42,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.54,0.5,0.5,0.35,0.35,0.3,0.52,0.040000000000000036,0.0,43,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4825,0.5,0.5,0.3,0.3,0.4,0.49124999999999996,0.017500000000000016,0.0,44,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.515,0.5,0.5,0.3,0.3,0.4,0.5075000000000001,0.015000000000000013,0.0,45,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.45,0.55,0.15,0.25,0.6,0.47624999999999995,0.052499999999999936,0.0,46,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4325,0.5,0.5,0.4,0.4,0.2,0.46625,0.0675,0.0,47,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.45,0.55,0.35,0.45,0.2,0.47375,0.05249999999999999,0.0,48,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.55,0.45,0.5,0.4,0.1,0.5062500000000001,0.08750000000000002,0.0,49,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.54,0.55,0.45,0.4,0.3,0.3,0.545,0.09000000000000008,0.0,50,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5725,0.625,0.375,0.55,0.3,0.15,0.59875,0.1975,0.0,51,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.57,0.5,0.5,0.3,0.3,0.4,0.5349999999999999,0.06999999999999995,0.0,52,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5175,0.55,0.45,0.35,0.25,0.4,0.53375,0.0675,0.0,53,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5675,0.625,0.375,0.55,0.3,0.15,0.59625,0.1925,0.0,54,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6075,0.575,0.425,0.4,0.25,0.35,0.59125,0.1825,0.0,55,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.575,0.65,0.35,0.5,0.2,0.3,0.6125,0.22499999999999998,0.0,56,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.605,0.675,0.325,0.45,0.1,0.45,0.64,0.28,0.0,57,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6475,0.45,0.55,0.3,0.4,0.3,0.54875,0.19749999999999995,0.0,58,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.525,0.475,0.525,0.3,0.35,0.35,0.5,0.050000000000000044,0.0,59,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.53,0.425,0.575,0.2,0.35,0.45,0.47750000000000004,0.10500000000000004,0.0,60,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4875,0.55,0.45,0.3,0.2,0.5,0.51875,0.06250000000000006,0.0,61,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5525,0.6,0.4,0.4,0.2,0.4,0.5762499999999999,0.15249999999999997,0.0,62,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5525,0.475,0.525,0.3,0.35,0.35,0.5137499999999999,0.07750000000000001,0.0,63,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.51,0.725,0.275,0.65,0.2,0.15,0.6174999999999999,0.235,0.0,64,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.605,0.425,0.575,0.3,0.45,0.25,0.515,0.18,0.0,65,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.495,0.45,0.55,0.3,0.4,0.3,0.47250000000000003,0.05499999999999999,0.0,66,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4875,0.475,0.525,0.3,0.35,0.35,0.48124999999999996,0.03750000000000003,0.0,67,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.455,0.55,0.45,0.4,0.3,0.3,0.5025000000000001,0.09500000000000003,0.0,68,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.515,0.525,0.475,0.35,0.3,0.35,0.52,0.040000000000000036,0.0,69,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.505,0.475,0.525,0.35,0.4,0.25,0.49,0.030000000000000027,0.0,70,5718,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.765,0.6,0.4,0.5,0.3,0.2,0.6825,0.365,0.0,1,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6225,0.6,0.4,0.45,0.25,0.3,0.6112500000000001,0.22250000000000003,0.0,2,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6125,0.5,0.5,0.35,0.35,0.3,0.55625,0.11250000000000004,0.0,3,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.575,0.425,0.4,0.25,0.35,0.55125,0.10249999999999992,0.0,4,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5425,0.675,0.325,0.55,0.2,0.25,0.60875,0.21750000000000003,0.0,5,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.61,0.6,0.4,0.35,0.15,0.5,0.605,0.20999999999999996,0.0,6,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6125,0.65,0.35,0.55,0.25,0.2,0.6312500000000001,0.26250000000000007,0.0,7,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.565,0.425,0.575,0.25,0.4,0.35,0.495,0.13999999999999996,0.0,8,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.505,0.575,0.425,0.4,0.25,0.35,0.54,0.07999999999999996,0.0,9,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5725,0.625,0.375,0.5,0.25,0.25,0.59875,0.1975,0.0,10,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.625,0.575,0.425,0.4,0.25,0.35,0.6,0.19999999999999996,0.0,11,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.55,0.475,0.525,0.4,0.45,0.15,0.5125,0.07500000000000007,0.0,12,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.48,0.6,0.4,0.4,0.2,0.4,0.54,0.12,0.0,13,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.575,0.425,0.575,0.4,0.55,0.05,0.5,0.14999999999999997,0.0,14,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.45,0.55,0.3,0.4,0.3,0.45625000000000004,0.08749999999999997,0.0,15,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.375,0.625,0.3,0.55,0.15,0.41875,0.16249999999999998,0.0,16,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4175,0.35,0.65,0.25,0.55,0.2,0.38375,0.23250000000000004,0.0,17,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4025,0.45,0.55,0.3,0.4,0.3,0.42625,0.14749999999999996,0.0,18,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4675,0.6,0.4,0.45,0.25,0.3,0.53375,0.13249999999999995,0.0,19,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.575,0.5,0.5,0.4,0.4,0.2,0.5375,0.07499999999999996,0.0,20,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.4,0.6,0.2,0.4,0.4,0.45125,0.10249999999999992,0.0,21,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.455,0.525,0.475,0.4,0.35,0.25,0.49,0.07,0.0,22,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.545,0.375,0.625,0.15,0.4,0.45,0.46,0.17000000000000004,0.0,23,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4375,0.325,0.675,0.15,0.5,0.35,0.38125,0.2375,0.0,24,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.37,0.475,0.525,0.35,0.4,0.25,0.4225,0.15500000000000003,0.0,25,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4825,0.6,0.4,0.45,0.25,0.3,0.54125,0.1175,0.0,26,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.585,0.675,0.325,0.55,0.2,0.25,0.63,0.26,0.0,27,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6025,0.7,0.3,0.55,0.15,0.3,0.65125,0.3025,0.0,28,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6575,0.575,0.425,0.4,0.25,0.35,0.61625,0.23249999999999993,0.0,29,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.58,0.375,0.625,0.25,0.5,0.25,0.4775,0.20499999999999996,0.0,30,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.415,0.6,0.4,0.45,0.25,0.3,0.5075,0.185,0.0,31,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5425,0.475,0.525,0.3,0.35,0.35,0.50875,0.0675,0.0,32,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4575,0.425,0.575,0.25,0.4,0.35,0.44125000000000003,0.1175,0.0,33,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.45,0.55,0.45,0.5,0.4,0.1,0.5,0.10000000000000003,0.0,34,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5425,0.5,0.5,0.4,0.4,0.2,0.52125,0.04249999999999998,0.0,35,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.525,0.475,0.4,0.35,0.25,0.53625,0.07250000000000001,0.0,36,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.555,0.55,0.45,0.4,0.3,0.3,0.5525,0.1050000000000001,0.0,37,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.565,0.6,0.4,0.5,0.3,0.2,0.5825,0.16499999999999992,0.0,38,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.525,0.45,0.55,0.35,0.45,0.2,0.48750000000000004,0.07500000000000001,0.0,39,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4125,0.475,0.525,0.3,0.35,0.35,0.44375,0.11250000000000004,0.0,40,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.4,0.6,0.3,0.5,0.2,0.44875,0.10249999999999998,0.0,41,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.455,0.425,0.575,0.25,0.4,0.35,0.44,0.12,0.0,42,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4675,0.625,0.375,0.4,0.15,0.45,0.54625,0.15749999999999997,0.0,43,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.55,0.45,0.4,0.3,0.3,0.5487500000000001,0.09750000000000003,0.0,44,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.625,0.375,0.45,0.2,0.35,0.5862499999999999,0.1725,0.0,45,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6225,0.425,0.575,0.3,0.45,0.25,0.52375,0.19750000000000006,0.0,46,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.485,0.45,0.55,0.35,0.45,0.2,0.4675,0.065,0.0,47,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.47,0.35,0.65,0.25,0.55,0.2,0.41,0.18000000000000005,0.0,48,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4475,0.5,0.5,0.4,0.4,0.2,0.47375,0.05249999999999999,0.0,49,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.475,0.575,0.425,0.35,0.2,0.45,0.5249999999999999,0.09999999999999998,0.0,50,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.555,0.55,0.45,0.4,0.3,0.3,0.5525,0.1050000000000001,0.0,51,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.55,0.475,0.525,0.3,0.35,0.35,0.5125,0.07500000000000007,0.0,52,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4675,0.45,0.55,0.4,0.5,0.1,0.45875,0.08249999999999996,0.0,53,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.455,0.475,0.525,0.3,0.35,0.35,0.46499999999999997,0.07,0.0,54,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.48,0.45,0.55,0.3,0.4,0.3,0.46499999999999997,0.07,0.0,55,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4925,0.475,0.525,0.25,0.3,0.45,0.48375,0.03250000000000003,0.0,56,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.6,0.4,0.5,0.3,0.2,0.55375,0.10749999999999993,0.0,57,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.595,0.3,0.7,0.15,0.55,0.3,0.4475,0.295,0.0,58,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.425,0.475,0.525,0.2,0.25,0.55,0.44999999999999996,0.10000000000000003,0.0,59,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.48,0.525,0.475,0.35,0.3,0.35,0.5025,0.04500000000000004,0.0,60,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.58,0.625,0.375,0.45,0.2,0.35,0.6025,0.20499999999999996,0.0,61,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.57,0.425,0.575,0.2,0.35,0.45,0.49749999999999994,0.14499999999999996,0.0,62,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.47,0.45,0.55,0.35,0.45,0.2,0.45999999999999996,0.08000000000000002,0.0,63,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4325,0.475,0.525,0.3,0.35,0.35,0.45375,0.09250000000000003,0.0,64,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4575,0.625,0.375,0.45,0.2,0.35,0.54125,0.16749999999999998,0.0,65,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.57,0.55,0.45,0.35,0.25,0.4,0.56,0.12,0.0,66,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.495,0.4,0.6,0.2,0.4,0.4,0.4475,0.10499999999999998,0.0,67,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.445,0.7,0.3,0.55,0.15,0.3,0.5725,0.25499999999999995,0.0,68,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.68,0.45,0.55,0.35,0.45,0.2,0.5650000000000001,0.23000000000000004,0.0,69,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.515,0.6,0.4,0.45,0.25,0.3,0.5575,0.11499999999999999,0.0,70,5719,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.7325,0.725,0.275,0.6,0.15,0.25,0.72875,0.4575,0.0,1,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.64,0.65,0.35,0.55,0.25,0.2,0.645,0.29000000000000004,0.0,2,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.62,0.65,0.35,0.5,0.2,0.3,0.635,0.27,0.0,3,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5825,0.6,0.4,0.5,0.3,0.2,0.59125,0.1825,0.0,4,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6025,0.45,0.55,0.3,0.4,0.3,0.52625,0.15250000000000002,0.0,5,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4725,0.475,0.525,0.3,0.35,0.35,0.47375,0.05250000000000005,0.0,6,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4575,0.675,0.325,0.5,0.15,0.35,0.56625,0.21750000000000003,0.0,7,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6175,0.65,0.35,0.45,0.15,0.4,0.63375,0.26750000000000007,0.0,8,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6125,0.775,0.225,0.55,0.0,0.45,0.6937500000000001,0.38750000000000007,0.0,9,5720,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
