u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,step,seed,experiment,multi_home_cost,rho,scenario_label,u0,m0,allow_multi_home,multi_home_share
0.5625,0.65,0.35,0.5,0.2,0.3,0.60625,0.21250000000000002,0.0,9,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5975,0.4,0.6,0.25,0.45,0.3,0.49875,0.1975,0.0,10,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4225,0.525,0.475,0.45,0.4,0.15,0.47375,0.10250000000000004,0.0,11,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4575,0.725,0.275,0.65,0.2,0.15,0.59125,0.26749999999999996,0.0,12,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.575,0.625,0.375,0.5,0.25,0.25,0.6,0.19999999999999996,0.0,13,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.63,0.475,0.525,0.3,0.35,0.35,0.5525,0.15500000000000003,0.0,14,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.51,0.6,0.4,0.45,0.25,0.3,0.5549999999999999,0.10999999999999999,0.0,15,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5875,0.425,0.575,0.3,0.45,0.25,0.50625,0.16250000000000003,0.0,16,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4425,0.6,0.4,0.4,0.2,0.4,0.52125,0.15749999999999997,0.0,17,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5375,0.75,0.25,0.55,0.05,0.4,0.64375,0.2875,0.0,18,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.665,0.85,0.15,0.7,0.0,0.3,0.7575000000000001,0.515,0.0,19,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.78,0.725,0.275,0.6,0.15,0.25,0.7525,0.505,0.0,20,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6975,0.825,0.175,0.75,0.1,0.15,0.76125,0.5225,0.0,21,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.735,0.6,0.4,0.5,0.3,0.2,0.6675,0.33499999999999996,0.0,22,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6425,0.675,0.325,0.55,0.2,0.25,0.65875,0.3175,0.0,23,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.655,0.675,0.325,0.5,0.15,0.35,0.665,0.33000000000000007,0.0,24,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.645,0.375,0.625,0.2,0.45,0.35,0.51,0.27,0.0,25,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.45,0.475,0.525,0.3,0.35,0.35,0.4625,0.07500000000000001,0.0,26,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4675,0.525,0.475,0.35,0.3,0.35,0.49625,0.057499999999999996,0.0,27,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.575,0.425,0.3,0.15,0.55,0.55125,0.10249999999999992,0.0,28,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5425,0.55,0.45,0.35,0.25,0.4,0.54625,0.09250000000000003,0.0,29,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.52,0.675,0.325,0.6,0.25,0.15,0.5975,0.19500000000000006,0.0,30,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6175,0.7,0.3,0.5,0.1,0.4,0.65875,0.3175,0.0,31,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6175,0.725,0.275,0.6,0.15,0.25,0.67125,0.3425,0.0,32,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.67,0.675,0.325,0.5,0.15,0.35,0.6725000000000001,0.3450000000000001,0.0,33,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6275,0.575,0.425,0.35,0.2,0.45,0.60125,0.2024999999999999,0.0,34,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6025,0.675,0.325,0.5,0.15,0.35,0.63875,0.2775000000000001,0.0,35,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.61,0.475,0.525,0.3,0.35,0.35,0.5425,0.135,0.0,36,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.515,0.625,0.375,0.5,0.25,0.25,0.5700000000000001,0.14,0.0,37,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.595,0.575,0.425,0.4,0.25,0.35,0.585,0.16999999999999993,0.0,38,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5675,0.7,0.3,0.55,0.15,0.3,0.63375,0.26749999999999996,0.0,39,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6075,0.65,0.35,0.5,0.2,0.3,0.62875,0.25750000000000006,0.0,40,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6,0.625,0.375,0.3,0.05,0.65,0.6125,0.22499999999999998,0.0,41,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6025,0.6,0.4,0.45,0.25,0.3,0.6012500000000001,0.2025,0.0,42,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5975,0.45,0.55,0.35,0.45,0.2,0.52375,0.14750000000000002,0.0,43,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5,0.3,0.7,0.1,0.5,0.4,0.4,0.2,0.0,44,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.395,0.425,0.575,0.3,0.45,0.25,0.41000000000000003,0.18,0.0,45,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.41,0.325,0.675,0.15,0.5,0.35,0.3675,0.265,0.0,46,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.425,0.5,0.5,0.4,0.4,0.2,0.4625,0.07500000000000001,0.0,47,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.505,0.475,0.525,0.25,0.3,0.45,0.49,0.030000000000000027,0.0,48,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.475,0.4,0.6,0.3,0.5,0.2,0.4375,0.125,0.0,49,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.475,0.475,0.525,0.35,0.4,0.25,0.475,0.050000000000000044,0.0,50,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.44,0.5,0.5,0.3,0.3,0.4,0.47,0.06,0.0,51,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4725,0.5,0.5,0.3,0.3,0.4,0.48624999999999996,0.027500000000000024,0.0,52,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.505,0.475,0.525,0.25,0.3,0.45,0.49,0.030000000000000027,0.0,53,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.49,0.45,0.55,0.3,0.4,0.3,0.47,0.06,0.0,54,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.48,0.4,0.6,0.2,0.4,0.4,0.44,0.12,0.0,55,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.42,0.475,0.525,0.3,0.35,0.35,0.4475,0.10500000000000004,0.0,56,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.6,0.4,0.5,0.3,0.2,0.54875,0.10249999999999998,0.0,57,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5675,0.425,0.575,0.35,0.5,0.15,0.49624999999999997,0.14250000000000002,0.0,58,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.495,0.525,0.475,0.4,0.35,0.25,0.51,0.030000000000000027,0.0,59,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5325,0.575,0.425,0.45,0.3,0.25,0.55375,0.10749999999999993,0.0,60,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5525,0.6,0.4,0.35,0.15,0.5,0.5762499999999999,0.15249999999999997,0.0,61,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5675,0.5,0.5,0.4,0.4,0.2,0.53375,0.0675,0.0,62,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.6,0.4,0.4,0.2,0.4,0.56375,0.12749999999999995,0.0,63,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.54,0.6,0.4,0.35,0.15,0.5,0.5700000000000001,0.14,0.0,64,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.65,0.35,0.45,0.15,0.4,0.58875,0.1775,0.0,65,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6325,0.6,0.4,0.4,0.2,0.4,0.61625,0.23249999999999993,0.0,66,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5875,0.45,0.55,0.3,0.4,0.3,0.51875,0.1375,0.0,67,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5225,0.45,0.55,0.25,0.35,0.4,0.48624999999999996,0.07249999999999995,0.0,68,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.485,0.525,0.475,0.45,0.4,0.15,0.505,0.040000000000000036,0.0,69,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.535,0.575,0.425,0.4,0.25,0.35,0.5549999999999999,0.10999999999999999,0.0,70,5700,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.775,0.825,0.175,0.75,0.1,0.15,0.8,0.6,0.0,1,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.7675,0.6,0.4,0.45,0.25,0.3,0.68375,0.36749999999999994,0.0,2,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.66,0.625,0.375,0.35,0.1,0.55,0.6425000000000001,0.28500000000000003,0.0,3,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6175,0.525,0.475,0.3,0.25,0.45,0.57125,0.14250000000000007,0.0,4,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5425,0.55,0.45,0.35,0.25,0.4,0.54625,0.09250000000000003,0.0,5,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5375,0.525,0.475,0.3,0.25,0.45,0.53125,0.0625,0.0,6,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5575,0.525,0.475,0.35,0.3,0.35,0.54125,0.08250000000000002,0.0,7,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.425,0.575,0.25,0.4,0.35,0.46624999999999994,0.08249999999999996,0.0,8,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.505,0.5,0.5,0.35,0.35,0.3,0.5025,0.0050000000000000044,0.0,9,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5225,0.35,0.65,0.2,0.5,0.3,0.43624999999999997,0.1725,0.0,10,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.405,0.45,0.55,0.3,0.4,0.3,0.4275,0.14499999999999996,0.0,11,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.445,0.475,0.525,0.25,0.3,0.45,0.45999999999999996,0.08000000000000002,0.0,12,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.51,0.475,0.525,0.25,0.3,0.45,0.4925,0.03500000000000003,0.0,13,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4425,0.525,0.475,0.35,0.3,0.35,0.48375,0.08250000000000002,0.0,14,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5175,0.425,0.575,0.3,0.45,0.25,0.47124999999999995,0.09249999999999997,0.0,15,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4475,0.475,0.525,0.25,0.3,0.45,0.46125,0.07750000000000001,0.0,16,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.43,0.375,0.625,0.2,0.45,0.35,0.40249999999999997,0.195,0.0,17,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4,0.4,0.6,0.25,0.45,0.3,0.4,0.19999999999999996,0.0,18,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.395,0.525,0.475,0.2,0.15,0.65,0.46,0.13,0.0,19,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.465,0.25,0.75,0.2,0.7,0.1,0.35750000000000004,0.285,0.0,20,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.365,0.375,0.625,0.25,0.5,0.25,0.37,0.26,0.0,21,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.3825,0.5,0.5,0.45,0.45,0.1,0.44125000000000003,0.1175,0.0,22,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.485,0.475,0.525,0.35,0.4,0.25,0.48,0.040000000000000036,0.0,23,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4675,0.45,0.55,0.3,0.4,0.3,0.45875,0.08249999999999996,0.0,24,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.55,0.45,0.4,0.3,0.3,0.5062500000000001,0.08750000000000002,0.0,25,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5125,0.6,0.4,0.45,0.25,0.3,0.5562499999999999,0.11249999999999993,0.0,26,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.45,0.55,0.3,0.4,0.3,0.49875,0.09749999999999998,0.0,27,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.52,0.375,0.625,0.15,0.4,0.45,0.4475,0.14500000000000002,0.0,28,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4775,0.475,0.525,0.25,0.3,0.45,0.47624999999999995,0.04750000000000004,0.0,29,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.49,0.475,0.525,0.3,0.35,0.35,0.4825,0.03500000000000003,0.0,30,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.425,0.575,0.3,0.45,0.25,0.46375,0.07749999999999996,0.0,31,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.445,0.475,0.525,0.35,0.4,0.25,0.45999999999999996,0.08000000000000002,0.0,32,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4925,0.5,0.5,0.3,0.3,0.4,0.49624999999999997,0.007500000000000007,0.0,33,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.325,0.675,0.15,0.5,0.35,0.41374999999999995,0.17749999999999994,0.0,34,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.37,0.5,0.5,0.4,0.4,0.2,0.435,0.13,0.0,35,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4425,0.325,0.675,0.1,0.45,0.45,0.38375000000000004,0.23249999999999998,0.0,36,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.3625,0.325,0.675,0.2,0.55,0.25,0.34375,0.3125,0.0,37,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.36,0.55,0.45,0.3,0.2,0.5,0.455,0.19000000000000006,0.0,38,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.52,0.6,0.4,0.4,0.2,0.4,0.56,0.12,0.0,39,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5625,0.475,0.525,0.3,0.35,0.35,0.51875,0.08750000000000002,0.0,40,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.49,0.45,0.55,0.4,0.5,0.1,0.47,0.06,0.0,41,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.45,0.55,0.35,0.45,0.2,0.45625000000000004,0.08749999999999997,0.0,42,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.455,0.35,0.65,0.25,0.55,0.2,0.40249999999999997,0.195,0.0,43,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.3975,0.425,0.575,0.2,0.35,0.45,0.41125,0.1775,0.0,44,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4475,0.425,0.575,0.25,0.4,0.35,0.43625,0.1275,0.0,45,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.445,0.575,0.425,0.4,0.25,0.35,0.51,0.12999999999999995,0.0,46,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.55,0.45,0.4,0.3,0.3,0.52875,0.057499999999999996,0.0,47,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5225,0.4,0.6,0.2,0.4,0.4,0.46125,0.12249999999999994,0.0,48,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.44,0.5,0.5,0.35,0.35,0.3,0.47,0.06,0.0,49,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4875,0.525,0.475,0.35,0.3,0.35,0.50625,0.03750000000000003,0.0,50,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5,0.425,0.575,0.15,0.3,0.55,0.4625,0.07500000000000001,0.0,51,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.425,0.575,0.25,0.4,0.35,0.44375,0.11249999999999999,0.0,52,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.445,0.425,0.575,0.25,0.4,0.35,0.435,0.13,0.0,53,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.405,0.3,0.7,0.15,0.55,0.3,0.35250000000000004,0.295,0.0,54,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.335,0.375,0.625,0.25,0.5,0.25,0.355,0.29,0.0,55,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.3675,0.325,0.675,0.15,0.5,0.35,0.34625,0.3075,0.0,56,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.37,0.425,0.575,0.35,0.5,0.15,0.39749999999999996,0.20500000000000002,0.0,57,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.38,0.475,0.525,0.35,0.4,0.25,0.4275,0.14500000000000002,0.0,58,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.445,0.6,0.4,0.4,0.2,0.4,0.5225,0.15499999999999997,0.0,59,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.475,0.525,0.4,0.45,0.15,0.49124999999999996,0.03249999999999997,0.0,60,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.47,0.55,0.45,0.35,0.25,0.4,0.51,0.08000000000000007,0.0,61,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.675,0.325,0.55,0.2,0.25,0.6012500000000001,0.2025,0.0,62,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6225,0.575,0.425,0.45,0.3,0.25,0.59875,0.1975,0.0,63,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6075,0.65,0.35,0.45,0.15,0.4,0.62875,0.25750000000000006,0.0,64,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.65,0.425,0.575,0.35,0.5,0.15,0.5375,0.22500000000000003,0.0,65,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.575,0.425,0.45,0.3,0.25,0.53625,0.07749999999999996,0.0,66,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.565,0.55,0.45,0.45,0.35,0.2,0.5575,0.11499999999999999,0.0,67,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.54,0.575,0.425,0.4,0.25,0.35,0.5575,0.11499999999999999,0.0,68,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.575,0.775,0.225,0.65,0.1,0.25,0.675,0.35,0.0,69,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.685,0.65,0.35,0.45,0.15,0.4,0.6675,0.3350000000000001,0.0,70,5701,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.765,0.775,0.225,0.6,0.05,0.35,0.77,0.54,0.0,1,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6925,0.55,0.45,0.45,0.35,0.2,0.6212500000000001,0.24250000000000005,0.0,2,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6,0.525,0.475,0.4,0.35,0.25,0.5625,0.125,0.0,3,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.58,0.275,0.725,0.1,0.55,0.35,0.4275,0.30499999999999994,0.0,4,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.3325,0.45,0.55,0.2,0.3,0.5,0.39125,0.21749999999999997,0.0,5,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.415,0.575,0.425,0.35,0.2,0.45,0.495,0.15999999999999998,0.0,6,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.495,0.675,0.325,0.5,0.15,0.35,0.585,0.18000000000000005,0.0,7,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5975,0.75,0.25,0.55,0.05,0.4,0.6737500000000001,0.34750000000000003,0.0,8,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.6825,0.6,0.4,0.45,0.25,0.3,0.64125,0.2825,0.0,9,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5925,0.625,0.375,0.4,0.15,0.45,0.60875,0.21750000000000003,0.0,10,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.585,0.575,0.425,0.35,0.2,0.45,0.58,0.15999999999999992,0.0,11,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5625,0.525,0.475,0.4,0.35,0.25,0.54375,0.08750000000000002,0.0,12,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5,0.525,0.475,0.4,0.35,0.25,0.5125,0.025000000000000022,0.0,13,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5175,0.525,0.475,0.35,0.3,0.35,0.52125,0.04249999999999998,0.0,14,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.55,0.45,0.4,0.3,0.3,0.52375,0.05250000000000005,0.0,15,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.555,0.575,0.425,0.4,0.25,0.35,0.565,0.13,0.0,16,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.605,0.525,0.475,0.3,0.25,0.45,0.565,0.13,0.0,17,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5225,0.5,0.5,0.3,0.3,0.4,0.51125,0.022499999999999964,0.0,18,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.35,0.65,0.2,0.5,0.3,0.42624999999999996,0.15249999999999997,0.0,19,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.415,0.475,0.525,0.2,0.25,0.55,0.44499999999999995,0.11000000000000004,0.0,20,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.435,0.375,0.625,0.2,0.45,0.35,0.405,0.19,0.0,21,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
0.4275,0.425,0.575,0.25,0.4,0.35,0.42625,0.14750000000000002,0.0,22,5702,D_multi_home_paths,0.5,0.5,中成本-中等贡献,0.8,0.8,True,1.0
