u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,shortage_A,shortage_B,q_B,step,period_user_subsidy_spend,period_merchant_subsidy_spend,period_quality_investment,seed,experiment,scenario,u0,m0
0.505,0.65,0.35,0.65,0.35,0.0,0.5775,0.15500000000000003,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.57,0.5,0.5,0.5,0.5,0.0,0.5349999999999999,0.06999999999999995,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.55,0.45,0.55,0.45,0.0,0.53,0.06000000000000005,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.54,0.6,0.4,0.6,0.4,0.0,0.5700000000000001,0.14,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.5,0.5,0.5,0.5,0.0,0.4975,0.0050000000000000044,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4925,0.35,0.65,0.35,0.65,0.0,0.42125,0.15750000000000003,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.55,0.45,0.55,0.45,0.0,0.5175000000000001,0.06500000000000006,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.535,0.45,0.55,0.45,0.55,0.0,0.49250000000000005,0.08500000000000002,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.45,0.55,0.45,0.55,0.0,0.46375,0.07250000000000001,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.55,0.45,0.55,0.45,0.0,0.52,0.06000000000000005,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.6,0.4,0.6,0.4,0.0,0.5449999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.25,0.75,0.25,0.75,0.0,0.38125,0.26249999999999996,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4575,0.25,0.75,0.25,0.75,0.0,0.35375,0.2925,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4175,0.45,0.55,0.45,0.55,0.0,0.43374999999999997,0.1325,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.55,0.45,0.55,0.45,0.0,0.51375,0.07250000000000006,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.45,0.55,0.45,0.55,0.0,0.48375,0.06749999999999995,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.35,0.65,0.35,0.65,0.0,0.4225,0.15500000000000003,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.3,0.7,0.3,0.7,0.0,0.38125,0.2375,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.6375,0.55,0.45,0.55,0.45,0.0,0.59375,0.1875,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.35,0.65,0.35,0.65,0.0,0.43,0.16000000000000003,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.45,0.55,0.45,0.55,0.0,0.46375,0.07250000000000001,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.5,0.5,0.5,0.5,0.0,0.5025,0.0050000000000000044,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.4,0.6,0.4,0.6,0.0,0.45875,0.11749999999999994,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.45,0.55,0.45,0.55,0.0,0.48,0.06,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.65,0.35,0.65,0.35,0.0,0.5725,0.15500000000000003,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.575,0.5,0.5,0.5,0.5,0.0,0.5375,0.07499999999999996,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.525,0.6,0.4,0.6,0.4,0.0,0.5625,0.125,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.55,0.5,0.5,0.5,0.5,0.0,0.525,0.050000000000000044,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.525,0.45,0.55,0.45,0.55,0.0,0.48750000000000004,0.07500000000000001,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.475,0.45,0.55,0.45,0.55,0.0,0.4625,0.07500000000000001,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.54,0.4,0.6,0.4,0.6,0.0,0.47000000000000003,0.14,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.445,0.4,0.6,0.4,0.6,0.0,0.4225,0.15499999999999997,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.6,0.4,0.6,0.4,0.0,0.54875,0.10249999999999998,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.54,0.6,0.4,0.6,0.4,0.0,0.5700000000000001,0.14,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.65,0.35,0.65,0.35,0.0,0.5675,0.16500000000000004,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5525,0.4,0.6,0.4,0.6,0.0,0.47625,0.15249999999999997,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.4,0.6,0.4,0.6,0.0,0.4525,0.10499999999999998,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4575,0.65,0.35,0.65,0.35,0.0,0.55375,0.1925,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.65,0.35,0.65,0.35,0.0,0.59125,0.1825,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.545,0.5,0.5,0.5,0.5,0.0,0.5225,0.04500000000000004,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.55,0.45,0.55,0.45,0.0,0.5275000000000001,0.05500000000000005,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5475,0.4,0.6,0.4,0.6,0.0,0.47375,0.14749999999999996,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.475,0.55,0.45,0.55,0.45,0.0,0.5125,0.07500000000000007,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.5,0.5,0.5,0.5,0.0,0.48375,0.03249999999999997,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5225,0.7,0.3,0.7,0.3,0.0,0.61125,0.22249999999999992,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5225,0.55,0.45,0.55,0.45,0.0,0.53625,0.07250000000000001,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.54,0.5,0.5,0.5,0.5,0.0,0.52,0.040000000000000036,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.6,0.4,0.6,0.4,0.0,0.5562499999999999,0.11249999999999993,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.45,0.55,0.45,0.55,0.0,0.46875,0.0625,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.55,0.45,0.55,0.45,0.0,0.535,0.07000000000000006,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.65,0.35,0.65,0.35,0.0,0.59625,0.1925,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.85,0.15,0.85,0.15,0.0,0.6825,0.365,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5725,0.45,0.55,0.45,0.55,0.0,0.51125,0.1225,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.45,0.35,0.65,0.35,0.65,0.0,0.4,0.2,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.435,0.45,0.55,0.45,0.55,0.0,0.4425,0.11499999999999999,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.6,0.4,0.6,0.4,0.0,0.5525,0.10499999999999998,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.6,0.4,0.6,0.4,0.0,0.5575,0.11499999999999999,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.65,0.35,0.65,0.35,0.0,0.56625,0.16750000000000004,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.55,0.45,0.55,0.45,0.0,0.53125,0.0625,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.35,0.65,0.35,0.65,0.0,0.42374999999999996,0.15250000000000002,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.3,0.7,0.3,0.7,0.0,0.37625,0.2475,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.45,0.55,0.45,0.55,0.0,0.4575,0.08499999999999996,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5525,0.4,0.6,0.4,0.6,0.0,0.47625,0.15249999999999997,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.475,0.45,0.55,0.45,0.55,0.0,0.4625,0.07500000000000001,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.45,0.55,0.45,0.55,0.0,0.45125000000000004,0.09749999999999998,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.5,0.5,0.5,0.5,0.0,0.505,0.010000000000000009,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.65,0.35,0.65,0.35,0.0,0.5700000000000001,0.16000000000000003,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.555,0.55,0.45,0.55,0.45,0.0,0.5525,0.1050000000000001,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.565,0.45,0.55,0.45,0.55,0.0,0.5075,0.11499999999999994,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.7,0.3,0.7,0.3,0.0,0.6087499999999999,0.21749999999999992,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5625,0.65,0.35,0.65,0.35,0.0,0.60625,0.21250000000000002,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.535,0.7,0.3,0.7,0.3,0.0,0.6174999999999999,0.235,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5475,0.55,0.45,0.55,0.45,0.0,0.5487500000000001,0.09750000000000003,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.35,0.65,0.35,0.65,0.0,0.42374999999999996,0.15250000000000002,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.6,0.4,0.6,0.4,0.0,0.52625,0.14749999999999996,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.65,0.35,0.65,0.35,0.0,0.59625,0.1925,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.5,0.5,0.5,0.5,0.0,0.5137499999999999,0.02749999999999997,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.65,0.35,0.65,0.35,0.0,0.56875,0.16250000000000003,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5625,0.4,0.6,0.4,0.6,0.0,0.48125,0.16249999999999998,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.48,0.6,0.4,0.6,0.4,0.0,0.54,0.12,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.3,0.7,0.3,0.7,0.0,0.395,0.21000000000000002,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.45,0.55,0.45,0.55,0.0,0.4575,0.08499999999999996,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.65,0.35,0.65,0.35,0.0,0.5800000000000001,0.16000000000000003,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.56,0.15,0.85,0.15,0.85,0.0,0.35500000000000004,0.41000000000000003,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.3775,0.25,0.75,0.25,0.75,0.0,0.31375,0.3725,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.405,0.45,0.55,0.45,0.55,0.0,0.4275,0.14499999999999996,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.7,0.3,0.7,0.3,0.0,0.58375,0.23249999999999993,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.45,0.55,0.45,0.55,0.0,0.49624999999999997,0.09249999999999997,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7208,abm_ode_comparison,弱网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.6375,0.65,0.35,0.65,0.35,0.0,0.64375,0.2875,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.55,0.7,0.3,0.7,0.3,0.0,0.625,0.25,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.6225,0.65,0.35,0.65,0.35,0.0,0.63625,0.2725000000000001,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.5,0.5,0.5,0.5,0.0,0.50875,0.01749999999999996,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.6,0.4,0.6,0.4,0.0,0.55,0.09999999999999998,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.6,0.4,0.6,0.4,0.0,0.5325,0.13499999999999995,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.525,0.5,0.5,0.5,0.5,0.0,0.5125,0.025000000000000022,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.7,0.3,0.7,0.3,0.0,0.60625,0.2124999999999999,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5575,0.6,0.4,0.6,0.4,0.0,0.57875,0.15749999999999997,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.55,0.45,0.55,0.45,0.0,0.535,0.07000000000000006,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.7,0.3,0.7,0.3,0.0,0.605,0.20999999999999996,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5725,0.7,0.3,0.7,0.3,0.0,0.63625,0.27249999999999996,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.555,0.5,0.5,0.5,0.5,0.0,0.5275000000000001,0.05500000000000005,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.3,0.7,0.3,0.7,0.0,0.41625,0.23249999999999998,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.455,0.65,0.35,0.65,0.35,0.0,0.5525,0.195,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.35,0.65,0.35,0.65,0.0,0.42,0.16000000000000003,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5075,0.55,0.45,0.55,0.45,0.0,0.52875,0.057499999999999996,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.4,0.6,0.4,0.6,0.0,0.44375,0.11249999999999999,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4325,0.45,0.55,0.45,0.55,0.0,0.44125000000000003,0.1175,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.65,0.35,0.65,0.35,0.0,0.58875,0.1775,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.59,0.5,0.5,0.5,0.5,0.0,0.5449999999999999,0.08999999999999997,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.35,0.65,0.35,0.65,0.0,0.43,0.16000000000000003,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4375,0.55,0.45,0.55,0.45,0.0,0.49375,0.11250000000000004,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.5,0.5,0.5,0.5,0.0,0.48375,0.03249999999999997,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4575,0.45,0.55,0.45,0.55,0.0,0.45375,0.09249999999999997,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.6,0.4,0.6,0.4,0.0,0.54125,0.1175,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4925,0.45,0.55,0.45,0.55,0.0,0.47125,0.057499999999999996,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.445,0.5,0.5,0.5,0.5,0.0,0.47250000000000003,0.05499999999999999,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.45,0.55,0.45,0.55,0.0,0.48,0.06,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.55,0.45,0.55,0.45,0.0,0.5225,0.05500000000000005,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.6,0.4,0.6,0.4,0.0,0.56,0.12,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.45,0.55,0.45,0.55,0.0,0.47750000000000004,0.05499999999999999,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.6,0.4,0.6,0.4,0.0,0.55,0.09999999999999998,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5075,0.65,0.35,0.65,0.35,0.0,0.57875,0.15749999999999997,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.45,0.55,0.45,0.55,0.0,0.49624999999999997,0.09249999999999997,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.55,0.45,0.55,0.45,0.0,0.5387500000000001,0.07750000000000001,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.53,0.55,0.45,0.55,0.45,0.0,0.54,0.08000000000000007,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.4,0.6,0.4,0.6,0.0,0.45,0.09999999999999998,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.5,0.5,0.5,0.5,0.0,0.49124999999999996,0.017500000000000016,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.55,0.45,0.55,0.45,0.0,0.5387500000000001,0.07750000000000001,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5375,0.55,0.45,0.55,0.45,0.0,0.54375,0.08750000000000002,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.55,0.45,0.55,0.45,0.0,0.53375,0.0675,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.525,0.35,0.65,0.35,0.65,0.0,0.4375,0.17500000000000004,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.6,0.4,0.6,0.4,0.0,0.53625,0.1275,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.35,0.65,0.35,0.65,0.0,0.43124999999999997,0.16249999999999998,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.455,0.35,0.65,0.35,0.65,0.0,0.40249999999999997,0.195,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.45,0.3,0.7,0.3,0.7,0.0,0.375,0.25,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.44,0.45,0.55,0.45,0.55,0.0,0.445,0.10999999999999999,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.54,0.35,0.65,0.35,0.65,0.0,0.445,0.19000000000000006,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.35,0.65,0.35,0.65,0.0,0.41625,0.16750000000000004,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.55,0.45,0.55,0.45,0.0,0.50875,0.08250000000000002,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.45,0.55,0.45,0.55,0.0,0.48,0.06,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.45,0.55,0.45,0.55,0.0,0.4575,0.08499999999999996,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.5,0.5,0.5,0.5,0.0,0.48125,0.03749999999999998,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7209,abm_ode_comparison,弱网络效应,0.8,0.8
